time,sample,amplitude,phases,noise
2225.0000,273.3533,49.4739,-3.0000,-1.7033
2250.0000,264.6996,185.4027,5.0000,0.6413
2275.0000,155.6811,0.0000,0.0000,-1.9722
2300.0000,145.4318,69.8627,-1.0000,0.1466
2325.0000,124.4845,36.4324,3.0000,0.5567
2350.0000,80.0485,17.9877,4.0000,2.2139
2375.0000,63.6163,0.0000,0.0000,0.1104
2400.0000,117.3155,48.9761,-4.0000,-0.4376
2425.0000,176.5915,104.4322,-4.0000,-1.4867
2450.0000,129.0776,20.9734,4.0000,-0.7701
2475.0000,90.4738,0.0000,0.0000,-0.8527
2500.0000,228.0658,78.1234,-5.0000,-1.8859
2525.0000,360.9994,236.9798,1.0000,-0.7147
2550.0000,305.5058,128.7736,-5.0000,0.3735
2575.0000,232.2773,0.0000,0.0000,-1.8769
2600.0000,188.6106,125.4629,5.0000,-0.1017
2625.0000,107.4298,0.0000,0.0000,-3.6311
2650.0000,130.1957,43.5075,-3.0000,-0.0340
2675.0000,183.4341,123.6062,-4.0000,0.0347
2700.0000,125.1172,0.0000,0.0000,1.2221
2725.0000,144.4202,3.2345,5.0000,1.3502
2750.0000,305.8509,274.5803,-5.0000,-0.1275
2775.0000,243.9681,0.0000,0.0000,1.3701
2800.0000,156.1864,60.2729,-3.0000,2.6243
2825.0000,106.4897,22.2467,-2.0000,0.3460
2850.0000,61.1986,0.0000,0.0000,1.7102
2875.0000,50.6300,5.8589,-1.0000,2.4532
2900.0000,75.4437,9.8697,1.0000,-0.2159
2925.0000,163.7034,79.5783,-3.0000,2.7361
2950.0000,183.8346,94.0139,1.0000,-0.3563
2975.0000,115.2362,19.4907,-2.0000,0.0586
3000.0000,67.9169,0.0000,0.0000,0.6015
3025.0000,88.3286,23.3435,-5.0000,2.3363
3050.0000,172.6461,69.3818,-4.0000,0.9736
3075.0000,217.9582,114.1447,1.0000,-1.6449
3100.0000,254.2267,34.0111,1.0000,3.6346
3125.0000,265.1771,176.9901,5.0000,-2.3855
3150.0000,161.8020,42.8818,5.0000,0.7047
3175.0000,74.2366,0.0000,0.0000,1.6707
3200.0000,66.1547,0.0000,0.0000,0.2251
3225.0000,101.1178,64.0167,-2.0000,-1.9768
3250.0000,141.9418,13.6820,-4.0000,0.3472
3275.0000,285.6940,86.7030,3.0000,1.4974
3300.0000,335.3054,241.6308,5.0000,0.9995
3325.0000,216.8376,66.2052,-5.0000,0.5046
3350.0000,147.4157,0.0000,0.0000,0.1740
3375.0000,143.4420,94.9596,-1.0000,-4.9006
3400.0000,159.8551,0.0000,0.0000,-2.7462
3425.0000,269.0068,163.8345,-1.0000,0.2947
3450.0000,248.7040,114.6879,2.0000,2.8693
3475.0000,126.3472,0.0000,0.0000,0.6298
3500.0000,72.2763,17.3053,3.0000,1.4755
3525.0000,52.3040,0.0000,0.0000,-0.0013
3550.0000,83.0486,13.1088,4.0000,0.4124
3575.0000,141.4164,101.7493,-3.0000,-1.4155
3600.0000,139.3991,10.6069,-1.0000,-0.5937
3625.0000,198.5511,86.8797,-3.0000,-0.7899
3650.0000,278.1725,189.9931,-5.0000,0.8658
3675.0000,178.4993,0.0000,0.0000,0.8367
3700.0000,74.5292,0.0000,0.0000,1.8480
3725.0000,47.5058,0.0000,0.0000,-1.4385
3750.0000,80.4456,14.2845,-3.0000,0.5395
3775.0000,94.0362,55.8048,5.0000,0.1019
3800.0000,67.8025,0.0000,0.0000,-0.2754
3825.0000,61.2845,23.2419,0.0000,-0.2086
3850.0000,74.0682,0.0000,0.0000,-0.3182
3875.0000,319.5166,35.2991,2.0000,-2.8610
3900.0000,606.5153,522.5527,1.0000,2.7037
3925.0000,431.9522,102.9706,-5.0000,-2.1098
3950.0000,239.2512,29.2287,2.0000,1.6268
3975.0000,183.0054,75.8521,-2.0000,1.8040
4000.0000,127.3635,36.1669,2.0000,-0.3689
4025.0000,185.5064,0.0000,0.0000,-0.6197
4050.0000,381.1720,337.5498,-3.0000,-0.2822
4075.0000,357.3036,20.2370,-4.0000,0.2896
4100.0000,478.6918,261.1547,-5.0000,-1.2259
4125.0000,424.6588,198.7573,5.0000,-0.3351
4150.0000,198.3727,0.0000,0.0000,-1.4800
4175.0000,155.4890,80.9306,-5.0000,1.1601
4200.0000,119.6498,14.5689,1.0000,0.1910
4225.0000,76.5504,22.1600,1.0000,-0.2947
4250.0000,50.4380,0.0000,0.0000,0.7637
4275.0000,73.7784,0.0000,0.0000,0.2782
4300.0000,177.2914,89.9635,-2.0000,-0.2209
4325.0000,187.1826,98.1383,4.0000,-0.4809
4350.0000,219.4281,0.0000,0.0000,-0.7137
4375.0000,317.8935,265.5070,1.0000,0.2952
4400.0000,213.7755,12.7199,-1.0000,-0.1303
4425.0000,177.7874,67.0280,-4.0000,-0.5091
4450.0000,191.2899,83.0972,-1.0000,-2.5559
4475.0000,212.1852,35.2745,3.0000,1.5267
4500.0000,224.7979,159.3810,2.0000,1.5991
4525.0000,122.9013,0.0267,0.0000,0.7149
4550.0000,79.0264,0.0000,0.0000,0.7038
4575.0000,92.0403,58.6571,-1.0000,-2.7583
4600.0000,62.7167,0.0000,0.0000,-2.5360
4625.0000,41.7718,0.0000,0.0000,1.7154
4650.0000,66.5188,0.0000,0.0000,0.8279
4675.0000,152.7376,105.3653,-5.0000,0.7550
4700.0000,171.8904,39.9078,0.0000,0.5152
4725.0000,140.6716,63.3335,0.0000,-2.4869
4750.0000,128.2201,11.1779,0.0000,-0.4766
4775.0000,226.5843,89.9931,-2.0000,0.8383
4800.0000,265.2763,169.4179,2.0000,-1.6701
4825.0000,169.4386,25.5003,-5.0000,0.4904
4850.0000,188.8382,14.9490,2.0000,-0.1266
4875.0000,416.9259,232.6082,-2.0000,2.0057
4900.0000,417.7985,243.5025,3.0000,-0.8457
4925.0000,196.8081,0.0000,0.0000,-0.6199
4950.0000,94.8254,22.3935,-5.0000,-0.4142
4975.0000,78.0302,0.0000,0.0000,-1.3502
5000.0000,127.1039,64.0955,-3.0000,-0.2151
5025.0000,157.5430,85.1076,-4.0000,-1.4948
5050.0000,140.6285,0.0000,0.0000,0.3030
5075.0000,130.2906,67.9136,5.0000,1.5019
5100.0000,94.2985,29.2117,0.0000,-0.2848
5125.0000,53.4192,0.0000,0.0000,-1.7288
5150.0000,39.7027,0.0000,0.0000,1.1198
5175.0000,82.6508,0.0000,0.0000,-1.0507
5200.0000,149.9356,115.3612,0.0000,1.3304
5225.0000,132.5139,6.5973,-5.0000,-0.5773
5250.0000,128.0571,74.3778,-1.0000,0.2945
5275.0000,100.9071,0.0000,0.0000,0.5934
5300.0000,87.5501,33.5960,4.0000,1.5788
5325.0000,71.8399,16.8683,4.0000,-1.2859
5350.0000,62.3042,17.2955,-1.0000,0.2636
5375.0000,103.3512,0.0000,0.0000,0.7258
5400.0000,168.7608,130.8094,0.0000,3.4051
5425.0000,162.4678,0.0000,0.0000,1.8542
5450.0000,255.6838,179.3259,-5.0000,1.9119
5475.0000,272.7812,78.4122,-3.0000,0.3656
5500.0000,259.5203,91.7036,-3.0000,-0.9804
5525.0000,223.5359,109.3438,1.0000,1.0669
5550.0000,128.8652,0.0000,0.0000,-0.1573
5575.0000,99.8714,49.3276,-3.0000,0.0475
5600.0000,65.1310,0.0000,0.0000,-1.5147
5625.0000,45.7367,0.0000,0.0000,0.0317
5650.0000,141.8442,0.0000,0.0000,-0.1792
5675.0000,229.2116,199.9260,3.0000,0.4111
5700.0000,140.4640,0.0000,0.0000,0.6165
5725.0000,98.9819,24.6773,-1.0000,-0.1300
5750.0000,163.6180,24.9924,2.0000,2.1318
5775.0000,214.6860,143.4965,4.0000,-2.9546
5800.0000,183.1688,51.4798,3.0000,-0.4457
5825.0000,170.4902,90.8731,-4.0000,-0.5140
5850.0000,172.2606,12.8675,-2.0000,2.9245
5875.0000,172.8570,112.6839,1.0000,2.6928
5900.0000,102.1585,0.0000,0.0000,1.3255
5925.0000,86.8529,2.9580,4.0000,-0.5823
5950.0000,155.4638,99.2775,-3.0000,-0.0365
5975.0000,136.4566,43.6858,1.0000,-1.5676
6000.0000,72.9002,0.0000,0.0000,-0.5161
6025.0000,98.1684,0.0000,0.0000,1.3482
6050.0000,165.8761,131.5365,-1.0000,0.4071
6075.0000,164.4015,0.0000,0.0000,0.4533
6100.0000,208.6831,141.9712,-2.0000,2.9012
6125.0000,239.0194,17.1213,2.0000,-0.4855
6150.0000,273.7608,204.4135,1.0000,-2.2989
6175.0000,217.5342,16.7670,-1.0000,1.3077
6200.0000,312.6716,141.9918,-4.0000,1.4872
6225.0000,452.3363,298.0931,-4.0000,-0.0901
6250.0000,341.1645,47.6878,1.0000,0.6573
6275.0000,234.6338,88.4253,-2.0000,-0.9011
6300.0000,184.3636,49.0603,3.0000,-0.0058
6325.0000,162.2312,81.6560,-4.0000,1.6453
6350.0000,124.8611,12.3297,1.0000,0.2643
6375.0000,136.6565,29.5967,3.0000,1.1815
6400.0000,215.4840,168.4295,-5.0000,0.5840
6425.0000,155.6851,0.0000,0.0000,-1.5259
6450.0000,84.9006,18.5392,-4.0000,0.9747
6475.0000,72.1133,0.0000,0.0000,-1.9065
6500.0000,151.4871,37.7413,1.0000,1.5944
6525.0000,196.8194,149.7549,2.0000,-4.5949
6550.0000,125.5084,0.0000,0.0000,-0.2371
6575.0000,83.4870,21.0175,4.0000,2.7937
6600.0000,64.4210,14.3435,3.0000,-2.3237
6625.0000,135.2337,13.3752,-4.0000,-0.3675
6650.0000,274.4442,203.9415,-2.0000,-0.6181
6675.0000,214.1208,49.6173,5.0000,1.3931
6700.0000,120.7998,15.1794,-5.0000,1.1871
6725.0000,86.7788,29.6700,4.0000,1.3103
6750.0000,57.8586,0.0000,0.0000,1.5653
6775.0000,56.4687,19.3520,-4.0000,0.2026
6800.0000,77.8768,1.6585,-1.0000,-2.0124
6825.0000,153.2429,59.0794,3.0000,0.5648
6850.0000,261.1077,133.9154,-1.0000,-0.3154
6875.0000,309.1530,135.3826,1.0000,0.5005
6900.0000,274.4408,143.9086,-2.0000,3.0341
6925.0000,180.2014,0.0000,0.0000,-1.0589
6950.0000,255.8991,76.8361,-1.0000,0.8994
6975.0000,368.0510,258.3967,0.0000,1.0574
7000.0000,270.2040,70.1474,-3.0000,0.8075
7025.0000,171.4331,26.6448,-3.0000,-0.2143
7050.0000,141.8336,70.1495,-2.0000,-0.5210
7075.0000,132.5968,0.0000,0.0000,0.6172
7100.0000,200.1574,122.3073,-2.0000,-0.5225
7125.0000,188.3556,77.5978,0.0000,0.1683
7150.0000,143.5699,0.0000,0.0000,0.9288
7175.0000,177.6346,103.4968,0.0000,-1.8885
7200.0000,211.4209,75.4078,-3.0000,-0.4021
7225.0000,226.7797,133.0953,-4.0000,0.7435
7250.0000,149.3421,0.0000,0.0000,0.5614
7275.0000,82.2243,21.3409,4.0000,1.6871
7300.0000,47.3984,0.0000,0.0000,-0.2388
7325.0000,36.8466,0.0000,0.0000,0.8071
7350.0000,67.7637,0.0000,0.0000,-4.1651
7375.0000,104.1346,75.2252,3.0000,-0.4792
7400.0000,67.4150,0.0000,0.0000,0.2415
7425.0000,45.1677,0.0000,0.0000,-1.1360
7450.0000,179.8733,0.0000,0.0000,-0.4979
7475.0000,340.6803,304.3131,1.0000,-4.3021
7500.0000,217.6708,23.4749,0.0000,-0.6186
7525.0000,90.2024,0.0000,0.0000,0.6550
7550.0000,147.6895,0.0000,0.0000,-2.7125
7575.0000,340.3754,312.7150,-4.0000,0.7159
7600.0000,240.1344,0.0000,0.0000,1.1543
7625.0000,144.6119,0.0000,0.0000,1.0979
7650.0000,313.5938,145.8545,-4.0000,-1.1208
7675.0000,437.3230,254.6127,1.0000,-0.4729
7700.0000,356.8487,136.6279,-2.0000,-0.8907
7725.0000,234.5744,78.0853,-4.0000,-0.7794
7750.0000,118.9444,0.0000,0.0000,0.1895
7775.0000,106.3425,0.0000,0.0000,2.3631
7800.0000,146.3509,106.4381,1.0000,1.7728
7825.0000,145.5350,0.0000,0.0000,0.6181
7850.0000,169.9819,101.6585,3.0000,-0.1804
7875.0000,167.2654,45.6388,1.0000,-1.5457
7900.0000,164.8803,74.1692,2.0000,-0.1568
7925.0000,227.6960,62.5143,-4.0000,1.2798
7950.0000,360.3762,253.8249,-4.0000,1.0493
7975.0000,261.8759,47.3639,3.0000,0.6722
8000.0000,127.0470,0.0000,0.0000,-1.6740
8025.0000,177.2889,39.1655,0.0000,-0.5554
8050.0000,218.4483,152.1566,4.0000,-0.4243
8075.0000,176.7488,28.5419,-3.0000,-0.7797
8100.0000,165.6139,66.5383,5.0000,0.3666
8125.0000,157.7736,87.2206,-3.0000,-1.7488
8150.0000,144.1752,0.0000,0.0000,-3.7046
8175.0000,238.2951,91.6668,3.0000,1.7229
8200.0000,384.0432,291.7327,-4.0000,2.7944
8225.0000,279.6905,47.7685,-5.0000,-3.1472
8250.0000,124.3000,0.0000,0.0000,0.9455
8275.0000,111.6597,0.0000,0.0000,0.3869
8300.0000,177.4802,131.7149,-1.0000,-1.9879
8325.0000,146.1776,35.7790,-3.0000,1.2220
8350.0000,93.1283,0.0000,0.0000,-0.0200
8375.0000,126.4121,29.1039,5.0000,-2.0220
8400.0000,228.8666,170.3087,-4.0000,2.0964
8425.0000,214.8310,18.7742,4.0000,-1.1100
8450.0000,163.4382,92.4438,3.0000,-0.6607
8475.0000,113.1085,0.0000,0.0000,2.1375
8500.0000,134.5579,76.3202,-5.0000,-1.5990
8525.0000,142.9533,49.3855,-3.0000,1.1922
8550.0000,196.7037,0.0000,0.0000,0.0939
8575.0000,307.7532,216.1070,3.0000,-1.9830
8600.0000,316.3521,169.0073,-5.0000,-1.0633
8625.0000,203.7508,27.1618,1.0000,1.5906
8650.0000,94.7655,0.0000,0.0000,0.9099
8675.0000,130.9391,9.8213,-3.0000,-1.9632
8700.0000,214.4860,152.0984,2.0000,0.1368
8725.0000,242.0609,52.4051,-2.0000,-0.0528
8750.0000,250.2278,163.8716,1.0000,-1.1322
8775.0000,227.7293,0.0000,0.0000,0.0173
8800.0000,330.3257,186.9974,1.0000,2.0373
8825.0000,331.0871,173.4446,1.0000,-2.3280
8850.0000,243.6598,49.7394,-1.0000,-0.3328
8875.0000,231.0862,125.4879,-4.0000,0.6902
8900.0000,159.8841,31.1347,1.0000,-0.4581
8925.0000,77.7681,0.0000,0.0000,0.5043
8950.0000,96.0091,0.0000,0.0000,0.2131
8975.0000,127.3226,93.5770,4.0000,-0.7325
9000.0000,115.3257,1.2568,4.0000,-1.3748
9025.0000,137.4947,66.4805,5.0000,-1.0116
9050.0000,169.1817,102.7378,-5.0000,4.3653
9075.0000,133.7352,0.0000,0.0000,-2.6059
9100.0000,102.3074,46.9263,4.0000,-0.2263
9125.0000,67.5681,7.1495,2.0000,1.5627
9150.0000,89.6262,0.0000,0.0000,2.2017
9175.0000,220.1653,144.5053,-5.0000,1.4217
9200.0000,272.8393,68.6313,4.0000,-1.9839
9225.0000,228.1239,125.7336,5.0000,0.2911
9250.0000,142.8507,38.5925,-3.0000,-0.5022
9275.0000,141.2777,0.0000,0.0000,-0.6687
9300.0000,216.3626,162.2851,-1.0000,0.6183
9325.0000,199.3091,14.8873,3.0000,-2.0792
9350.0000,171.0326,93.8211,5.0000,1.7914
9375.0000,105.3118,22.9754,5.0000,0.5552
9400.0000,98.3439,0.0000,0.0000,2.7634
9425.0000,153.9709,118.0897,-3.0000,0.2741
9450.0000,111.6632,2.0054,2.0000,3.1123
9475.0000,54.9997,0.0000,0.0000,2.6980
9500.0000,33.7098,0.0000,0.0000,-2.5212
9525.0000,31.5071,0.0000,0.0000,0.6359
9550.0000,29.1915,0.0000,0.0000,-0.8417
9575.0000,32.8736,0.0000,0.0000,0.5997
9600.0000,60.4907,0.0000,0.0000,-0.0276
9625.0000,90.0683,49.3146,5.0000,1.5209
9650.0000,172.2831,18.9653,0.0000,1.2136
9675.0000,370.7168,324.8069,-5.0000,2.7482
9700.0000,269.5883,9.9496,3.0000,1.2951
9725.0000,112.1425,0.0000,0.0000,1.6420
9750.0000,116.0334,23.0672,-3.0000,-3.6455
9775.0000,196.0652,127.9405,-3.0000,-1.1110
9800.0000,209.6806,42.7598,1.0000,0.4631
9825.0000,201.4043,110.1616,0.0000,-1.6867
9850.0000,138.8058,34.3113,0.0000,-1.6926
9875.0000,73.3866,1.7041,5.0000,-1.0234
9900.0000,180.6246,0.0000,0.0000,0.0751
9925.0000,467.8793,351.1499,-2.0000,0.0315
9950.0000,599.1046,229.5413,-3.0000,2.4513
9975.0000,603.3812,368.0095,-4.0000,2.6064
10000.0000,350.9545,6.8394,-5.0000,-1.6032
10025.0000,148.1694,31.7117,-1.0000,-1.7148
10050.0000,71.7498,0.0000,0.0000,-0.0102
10075.0000,52.5516,0.0000,0.0000,-4.2094
10100.0000,100.9423,41.0124,-1.0000,-0.1917
10125.0000,148.1720,56.2907,1.0000,0.6003
10150.0000,148.8792,81.6073,0.0000,0.0582
10175.0000,91.6384,0.0000,0.0000,-0.6728
10200.0000,85.4146,15.7284,-5.0000,-0.5111
10225.0000,96.9314,49.7514,2.0000,0.3137
10250.0000,103.9944,0.0000,0.0000,3.0834
10275.0000,186.6523,63.5395,4.0000,0.7635
10300.0000,289.7887,147.9911,3.0000,1.8508
10325.0000,272.2156,144.0201,3.0000,1.8762
10350.0000,213.3052,30.4938,-1.0000,-2.0227
10375.0000,184.8546,113.7945,3.0000,-0.8789
10400.0000,113.7364,0.0000,0.0000,0.2635
10425.0000,89.3871,34.0948,1.0000,-2.3876
10450.0000,86.9719,35.8629,-5.0000,-1.2059
10475.0000,91.0631,0.0000,0.0000,-0.3473
10500.0000,138.3911,102.2082,-5.0000,0.1828
10525.0000,106.7709,0.0000,0.0000,-1.2392
10550.0000,65.8529,11.9930,0.0000,1.0704
10575.0000,80.5620,0.0000,0.0000,-1.3322
10600.0000,115.1475,76.1119,2.0000,0.8755
10625.0000,131.6093,8.1055,0.0000,-1.5873
10650.0000,177.8199,120.6669,0.0000,0.4037
10675.0000,209.7052,12.0631,5.0000,-0.4267
10700.0000,253.0325,198.1760,1.0000,-2.2838
10725.0000,186.5639,0.5786,5.0000,-0.5685
10750.0000,140.2639,77.7949,3.0000,2.3938
10775.0000,99.6871,0.0000,0.0000,-0.8954
10800.0000,100.3239,52.2067,0.0000,-0.3570
10825.0000,78.4126,13.6178,3.0000,1.0197
10850.0000,107.6425,0.0000,0.0000,-0.8382
10875.0000,217.9611,174.6862,-3.0000,2.0142
10900.0000,190.5740,24.1737,-4.0000,2.2984
10925.0000,232.1066,38.4641,1.0000,-2.2944
10950.0000,362.7283,302.4356,-2.0000,-2.7323
10975.0000,227.2353,0.0000,0.0000,2.9541
11000.0000,86.3772,0.0000,0.0000,-0.5638
11025.0000,77.3476,4.9077,5.0000,-0.2927
11050.0000,107.3668,72.0383,-2.0000,1.5965
11075.0000,76.5639,0.0000,0.0000,0.3548
11100.0000,78.3112,0.0000,0.0000,1.0354
11125.0000,131.3341,76.1474,0.0000,-0.6098
11150.0000,156.5945,70.3740,-5.0000,1.8806
11175.0000,131.1295,22.2428,3.0000,-2.6368
11200.0000,120.7824,59.5580,-3.0000,0.6321
11225.0000,115.4573,0.0000,0.0000,-2.0926
11250.0000,110.3029,72.8433,4.0000,-3.4344
11275.0000,69.7648,0.0000,0.0000,1.8278
11300.0000,66.3328,0.0000,0.0000,-0.2088
11325.0000,131.3380,79.8941,-4.0000,-1.1856
11350.0000,187.5405,57.2624,-4.0000,-0.2052
11375.0000,193.5434,92.2628,2.0000,1.4143
11400.0000,142.5944,39.8799,-1.0000,0.0646
11425.0000,114.7914,27.3848,-4.0000,-2.3405
11450.0000,109.4966,48.3012,-1.0000,2.6776
11475.0000,67.3681,0.0000,0.0000,0.3251
11500.0000,67.0015,0.0000,0.0000,-2.8849
11525.0000,100.3624,67.2656,0.0000,-0.7236
11550.0000,123.7692,0.0000,0.0000,-1.4402
11575.0000,217.0493,155.8590,-3.0000,1.9917
11600.0000,254.4582,62.9924,-5.0000,1.7910
11625.0000,364.6894,184.6114,-5.0000,-1.8505
11650.0000,411.5934,235.0687,-3.0000,0.8946
11675.0000,232.5076,0.0000,0.0000,2.8258
11700.0000,106.4988,23.0590,-4.0000,0.7484
11725.0000,70.9746,0.0000,0.0000,-2.7264
11750.0000,375.0419,0.0000,0.0000,-1.0792
11775.0000,770.0804,699.6406,1.0000,-1.0191
11800.0000,501.4160,90.0108,0.0000,1.1740
11825.0000,242.4182,0.0000,0.0000,1.2144
11850.0000,262.3019,192.5738,-5.0000,1.7851
11875.0000,216.6699,0.0000,0.0000,-1.7996
11900.0000,225.1285,133.0746,-3.0000,-1.3389
11925.0000,240.9870,59.0096,-2.0000,-0.8627
11950.0000,250.3280,116.5592,1.0000,0.2572
11975.0000,275.0031,131.5071,-5.0000,-0.1652
12000.0000,228.0628,82.5400,0.0000,3.1235
12025.0000,132.9232,0.0000,0.0000,1.2227
12050.0000,99.7752,45.5079,2.0000,-0.5100
12075.0000,73.4705,13.2731,-4.0000,-0.5585
12100.0000,74.7897,2.1393,3.0000,2.1368
12125.0000,94.0801,42.1888,4.0000,0.7958
12150.0000,105.6460,34.3454,0.0000,0.1525
12175.0000,231.7202,29.1821,3.0000,2.8640
12200.0000,453.3738,368.2998,-2.0000,2.4751
12225.0000,374.4992,89.2772,-3.0000,1.5472
12250.0000,236.9369,55.5282,-2.0000,2.4774
12275.0000,171.8947,72.0633,-2.0000,-0.2706
12300.0000,159.7224,0.0000,0.0000,0.5822
12325.0000,302.5981,143.5616,0.0000,-0.2225
12350.0000,450.2617,262.5741,-1.0000,2.5187
12375.0000,435.7639,136.7974,1.0000,-1.7495
12400.0000,345.2955,193.0865,1.0000,-0.3517
12425.0000,172.2286,0.0000,0.0000,-1.2236
12450.0000,81.3257,14.9746,-1.0000,-2.5790
12475.0000,56.4644,7.9326,2.0000,0.9629
12500.0000,49.3107,0.0000,0.0000,-1.1284
12525.0000,62.9812,33.4168,-2.0000,-2.0685
12550.0000,53.9483,0.0000,0.0000,1.2093
12575.0000,114.0859,0.0000,0.0000,2.5336
12600.0000,312.1910,195.1434,-3.0000,0.0496
12625.0000,311.6132,159.2370,3.0000,-1.3554
12650.0000,148.1334,0.0000,0.0000,-1.4817
12675.0000,82.0304,19.4019,-5.0000,1.1117
12700.0000,102.4667,0.0000,0.0000,0.6108
12725.0000,167.1002,131.3794,-2.0000,-1.1996
12750.0000,181.7556,0.0000,0.0000,1.4629
12775.0000,215.2974,139.9802,1.0000,0.9306
12800.0000,220.1316,45.0655,-1.0000,0.9893
12825.0000,291.7146,113.9414,2.0000,2.5496
12850.0000,342.7208,232.2491,-1.0000,0.5246
12875.0000,348.0288,0.0000,0.0000,0.4288
12900.0000,389.8106,314.4367,2.0000,2.2843
12925.0000,248.2506,0.0000,0.0000,-1.6633
12950.0000,164.6729,89.6331,2.0000,0.3726
12975.0000,120.7649,0.0000,0.0000,-1.7241
13000.0000,167.9049,110.2264,-5.0000,1.3923
13025.0000,200.9890,44.2168,-4.0000,1.9359
