sample(0),sample(1),sample(2),sample(3),sample(4),sample(5),sample(6),AmplitudeSample(4)
76.6386,153.0771,211.2945,156.5693,85.4089,47.4149,37.4153,42.6961
153.0771,211.2945,156.5693,85.4089,47.4149,37.4153,150.8314,12.4581
211.2945,156.5693,85.4089,47.4149,37.4153,150.8314,316.6512,0.0
156.5693,85.4089,47.4149,37.4153,150.8314,316.6512,329.0134,0.0
85.4089,47.4149,37.4153,150.8314,316.6512,329.0134,290.9676,0.0
47.4149,37.4153,150.8314,316.6512,329.0134,290.9676,308.1429,232.0838
37.4153,150.8314,316.6512,329.0134,290.9676,308.1429,310.3144,175.5715
150.8314,316.6512,329.0134,290.9676,308.1429,310.3144,266.3683,0.0
316.6512,329.0134,290.9676,308.1429,310.3144,266.3683,157.7966,185.1712
329.0134,290.9676,308.1429,310.3144,266.3683,157.7966,92.531,139.7305
290.9676,308.1429,310.3144,266.3683,157.7966,92.531,69.0623,122.9952
308.1429,310.3144,266.3683,157.7966,92.531,69.0623,74.1032,0.0
310.3144,266.3683,157.7966,92.531,69.0623,74.1032,144.7191,32.1962
266.3683,157.7966,92.531,69.0623,74.1032,144.7191,233.1176,0.0
157.7966,92.531,69.0623,74.1032,144.7191,233.1176,150.7372,35.8044
92.531,69.0623,74.1032,144.7191,233.1176,150.7372,90.4588,0.0
69.0623,74.1032,144.7191,233.1176,150.7372,90.4588,167.6537,196.6743
74.1032,144.7191,233.1176,150.7372,90.4588,167.6537,342.7174,0.0
144.7191,233.1176,150.7372,90.4588,167.6537,342.7174,266.8891,28.1299
233.1176,150.7372,90.4588,167.6537,342.7174,266.8891,205.7264,0.0
150.7372,90.4588,167.6537,342.7174,266.8891,205.7264,181.2738,305.6505
90.4588,167.6537,342.7174,266.8891,205.7264,181.2738,142.683,0.0
167.6537,342.7174,266.8891,205.7264,181.2738,142.683,176.0484,77.019
342.7174,266.8891,205.7264,181.2738,142.683,176.0484,127.8998,93.83
266.8891,205.7264,181.2738,142.683,176.0484,127.8998,75.3052,0.0
205.7264,181.2738,142.683,176.0484,127.8998,75.3052,69.8067,125.2823
181.2738,142.683,176.0484,127.8998,75.3052,69.8067,51.5254,17.1965
142.683,176.0484,127.8998,75.3052,69.8067,51.5254,35.1411,0.0
176.0484,127.8998,75.3052,69.8067,51.5254,35.1411,32.9758,31.1813
127.8998,75.3052,69.8067,51.5254,35.1411,32.9758,81.3059,0.0
75.3052,69.8067,51.5254,35.1411,32.9758,81.3059,162.5338,0.0
69.8067,51.5254,35.1411,32.9758,81.3059,162.5338,153.2885,0.0
51.5254,35.1411,32.9758,81.3059,162.5338,153.2885,86.7971,0.0
35.1411,32.9758,81.3059,162.5338,153.2885,86.7971,56.3582,99.9113
32.9758,81.3059,162.5338,153.2885,86.7971,56.3582,104.0715,61.4043
81.3059,162.5338,153.2885,86.7971,56.3582,104.0715,242.1804,14.2327
162.5338,153.2885,86.7971,56.3582,104.0715,242.1804,250.1295,0.0
153.2885,86.7971,56.3582,104.0715,242.1804,250.1295,129.875,11.1649
86.7971,56.3582,104.0715,242.1804,250.1295,129.875,70.1209,114.6308
56.3582,104.0715,242.1804,250.1295,129.875,70.1209,49.5933,155.8183
104.0715,242.1804,250.1295,129.875,70.1209,49.5933,40.4965,0.0
242.1804,250.1295,129.875,70.1209,49.5933,40.4965,78.2135,11.9623
250.1295,129.875,70.1209,49.5933,40.4965,78.2135,135.1676,8.4324
129.875,70.1209,49.5933,40.4965,78.2135,135.1676,94.4875,0.0
70.1209,49.5933,40.4965,78.2135,135.1676,94.4875,115.265,0.0
49.5933,40.4965,78.2135,135.1676,94.4875,115.265,191.3229,105.425
40.4965,78.2135,135.1676,94.4875,115.265,191.3229,164.1829,0.0
78.2135,135.1676,94.4875,115.265,191.3229,164.1829,186.0406,4.5915
135.1676,94.4875,115.265,191.3229,164.1829,186.0406,265.0916,113.2759
94.4875,115.265,191.3229,164.1829,186.0406,265.0916,153.7229,70.2031
115.265,191.3229,164.1829,186.0406,265.0916,153.7229,64.6406,0.0
191.3229,164.1829,186.0406,265.0916,153.7229,64.6406,42.5502,222.326
164.1829,186.0406,265.0916,153.7229,64.6406,42.5502,32.7732,0.0
186.0406,265.0916,153.7229,64.6406,42.5502,32.7732,30.6121,1.2152
265.0916,153.7229,64.6406,42.5502,32.7732,30.6121,30.1813,0.0
153.7229,64.6406,42.5502,32.7732,30.6121,30.1813,51.0381,0.0
64.6406,42.5502,32.7732,30.6121,30.1813,51.0381,219.8276,0.0
42.5502,32.7732,30.6121,30.1813,51.0381,219.8276,454.9439,0.0
32.7732,30.6121,30.1813,51.0381,219.8276,454.9439,307.1804,0.0
30.6121,30.1813,51.0381,219.8276,454.9439,307.1804,113.2654,53.1209
30.1813,51.0381,219.8276,454.9439,307.1804,113.2654,52.9461,378.2022
51.0381,219.8276,454.9439,307.1804,113.2654,52.9461,32.9537,27.5631
219.8276,454.9439,307.1804,113.2654,52.9461,32.9537,52.5826,0.0
454.9439,307.1804,113.2654,52.9461,32.9537,52.5826,104.264,0.0
307.1804,113.2654,52.9461,32.9537,52.5826,104.264,85.8078,0.0
113.2654,52.9461,32.9537,52.5826,104.264,85.8078,47.5968,0.0
52.9461,32.9537,52.5826,104.264,85.8078,47.5968,37.9792,79.3651
32.9537,52.5826,104.264,85.8078,47.5968,37.9792,34.3331,0.0
52.5826,104.264,85.8078,47.5968,37.9792,34.3331,33.4558,0.0
104.264,85.8078,47.5968,37.9792,34.3331,33.4558,58.2154,4.8661
85.8078,47.5968,37.9792,34.3331,33.4558,58.2154,151.0201,0.0
47.5968,37.9792,34.3331,33.4558,58.2154,151.0201,233.1362,0.0
37.9792,34.3331,33.4558,58.2154,151.0201,233.1362,259.5078,1.6739
34.3331,33.4558,58.2154,151.0201,233.1362,259.5078,149.0726,75.0399
33.4558,58.2154,151.0201,233.1362,259.5078,149.0726,59.7746,87.5111
58.2154,151.0201,233.1362,259.5078,149.0726,59.7746,43.797,165.9673
151.0201,233.1362,259.5078,149.0726,59.7746,43.797,133.1105,0.0
233.1362,259.5078,149.0726,59.7746,43.797,133.1105,276.3709,0.0
259.5078,149.0726,59.7746,43.797,133.1105,276.3709,231.8936,0.0
149.0726,59.7746,43.797,133.1105,276.3709,231.8936,163.9362,0.0
59.7746,43.797,133.1105,276.3709,231.8936,163.9362,178.7924,200.1867
43.797,133.1105,276.3709,231.8936,163.9362,178.7924,110.6345,95.641
133.1105,276.3709,231.8936,163.9362,178.7924,110.6345,51.6885,0.0
276.3709,231.8936,163.9362,178.7924,110.6345,51.6885,37.0318,127.9647
231.8936,163.9362,178.7924,110.6345,51.6885,37.0318,66.8305,0.309
163.9362,178.7924,110.6345,51.6885,37.0318,66.8305,171.2837,0.8412
178.7924,110.6345,51.6885,37.0318,66.8305,171.2837,175.7728,0.0
110.6345,51.6885,37.0318,66.8305,171.2837,175.7728,85.132,0.0
51.6885,37.0318,66.8305,171.2837,175.7728,85.132,42.7493,86.866
37.0318,66.8305,171.2837,175.7728,85.132,42.7493,32.7965,90.4716
66.8305,171.2837,175.7728,85.132,42.7493,32.7965,27.6827,0.0
171.2837,175.7728,85.132,42.7493,32.7965,27.6827,40.025,0.0
175.7728,85.132,42.7493,32.7965,27.6827,40.025,126.7391,0.0
85.132,42.7493,32.7965,27.6827,40.025,126.7391,239.2141,0.0
42.7493,32.7965,27.6827,40.025,126.7391,239.2141,151.6648,0.0
32.7965,27.6827,40.025,126.7391,239.2141,151.6648,78.0394,20.1578
27.6827,40.025,126.7391,239.2141,151.6648,78.0394,79.6244,193.8563
