time,sample,amplitude,phases,noise
1125.0000,88.0866,27.1500,-4.0000,2.1969
1150.0000,85.4626,4.5457,4.0000,0.3159
1175.0000,145.0616,58.2937,-1.0000,-2.8246
1200.0000,225.6858,109.5550,0.0000,2.0208
1225.0000,247.7764,128.6050,-3.0000,-1.0372
1250.0000,186.3177,40.0237,1.0000,3.4044
1275.0000,117.3580,28.1398,-2.0000,-1.8206
1300.0000,94.3016,34.0741,-4.0000,0.4363
1325.0000,67.6690,0.0000,0.0000,-0.7766
1350.0000,82.0063,19.1447,-1.0000,0.1254
1375.0000,196.6724,63.6325,-4.0000,-1.5604
1400.0000,330.6662,201.6890,0.0000,1.0343
1425.0000,317.2349,155.5455,-4.0000,-0.3522
1450.0000,202.9890,14.6442,0.0000,-3.5785
1475.0000,169.1265,47.2385,1.0000,0.7259
1500.0000,174.3401,104.1836,-1.0000,-2.6854
1525.0000,137.5804,9.1124,4.0000,1.0309
1550.0000,140.4163,80.5708,-4.0000,-0.8437
1575.0000,172.1222,13.1902,4.0000,2.5485
1600.0000,343.1989,191.7618,-4.0000,0.3883
1625.0000,435.6592,258.1487,-2.0000,1.4548
1650.0000,322.0959,18.2589,5.0000,-0.5473
1675.0000,366.8034,182.2425,-1.0000,-0.2698
1700.0000,451.4422,301.9032,-5.0000,1.3695
1725.0000,315.2797,3.8886,-5.0000,0.3525
1750.0000,290.2104,74.3059,1.0000,0.7492
1775.0000,357.0507,217.9772,2.0000,-0.6379
1800.0000,305.3618,141.0374,-3.0000,-0.7244
1825.0000,196.1944,17.4186,3.0000,1.2712
1850.0000,203.3960,55.8911,-3.0000,0.3423
1875.0000,258.3418,131.7891,3.0000,0.8389
1900.0000,201.1721,92.9404,3.0000,1.9822
1925.0000,116.3921,0.0000,0.0000,0.4890
1950.0000,137.9437,55.9319,-4.0000,2.4323
1975.0000,145.9160,73.6433,0.0000,-1.7745
2000.0000,131.2636,0.0000,0.0000,1.7998
2025.0000,135.5260,79.7847,4.0000,-0.5518
2050.0000,147.2698,21.7678,2.0000,-2.3784
2075.0000,198.8625,124.3753,0.0000,-0.0724
2100.0000,267.1911,32.4170,-1.0000,1.2210
2125.0000,314.7465,202.2032,5.0000,-1.6143
2150.0000,219.3671,81.3576,5.0000,-1.0817
2175.0000,122.7426,24.9054,-2.0000,-1.7224
2200.0000,134.2041,12.9233,0.0000,3.3707
2225.0000,229.9160,139.7564,-2.0000,-0.1018
2250.0000,219.9600,101.9008,0.0000,-2.0284
2275.0000,125.9534,0.0000,0.0000,1.6866
2300.0000,97.1093,21.4137,3.0000,-3.1636
2325.0000,253.5072,58.5357,-5.0000,-1.0345
2350.0000,387.2535,275.6719,3.0000,-1.4272
2375.0000,329.6452,134.2703,-5.0000,-0.3595
2400.0000,219.1615,48.4944,-1.0000,2.3442
2425.0000,123.9454,10.6682,2.0000,0.5307
2450.0000,79.6891,29.1428,4.0000,-0.8253
2475.0000,50.8309,0.0000,0.0000,-0.7833
2500.0000,73.3168,6.0916,-3.0000,1.1482
2525.0000,127.3753,80.7464,-2.0000,-1.3606
2550.0000,216.7530,21.3730,-3.0000,3.2118
2575.0000,294.7279,215.2260,2.0000,-0.5553
2600.0000,355.0658,19.8471,0.0000,-2.6061
2625.0000,382.5900,308.0504,5.0000,-1.1514
2650.0000,355.8988,4.7095,-4.0000,1.1115
2675.0000,504.6747,299.5873,3.0000,3.6732
2700.0000,466.0658,256.3777,2.0000,-3.1148
2725.0000,345.0131,39.9172,1.0000,-0.0199
2750.0000,328.9135,184.7530,3.0000,3.3845
2775.0000,291.9959,120.9002,-3.0000,1.3446
2800.0000,214.8812,78.3619,-1.0000,-0.6443
2825.0000,163.5338,2.6602,-3.0000,1.4858
2850.0000,347.1550,81.8515,2.0000,0.1998
2875.0000,488.1457,390.2964,3.0000,-1.2731
2900.0000,341.8365,71.5362,-4.0000,0.9170
2925.0000,231.0253,71.1537,1.0000,-0.8271
2950.0000,187.8448,52.0291,3.0000,0.8301
2975.0000,257.9869,104.6181,-4.0000,0.6308
3000.0000,326.9389,157.2654,2.0000,0.3187
3025.0000,294.4949,130.8308,0.0000,2.0070
3050.0000,214.3762,60.5260,0.0000,0.2436
3075.0000,156.5502,47.5624,0.0000,1.4397
3100.0000,117.7747,33.4442,1.0000,-1.6307
3125.0000,203.1868,27.0119,-1.0000,-0.4460
3150.0000,436.6386,382.9801,-5.0000,-0.4475
3175.0000,323.3200,23.5056,1.0000,-0.9612
3200.0000,138.2720,0.0000,0.0000,2.0980
3225.0000,94.9555,25.8916,4.0000,-1.4585
3250.0000,127.9788,49.4519,-5.0000,-0.5016
3275.0000,167.1313,92.8412,-3.0000,-0.5087
3300.0000,131.2133,16.8595,1.0000,-0.5998
3325.0000,302.8443,1.3570,0.0000,-0.7941
3350.0000,497.8228,443.9907,3.0000,1.5907
3375.0000,302.5171,53.6980,-4.0000,-1.4489
3400.0000,147.1554,0.0000,0.0000,0.8601
3425.0000,137.2999,73.3274,-5.0000,2.5750
3450.0000,144.9564,8.8372,0.0000,1.5940
3475.0000,202.3145,71.0482,5.0000,1.0009
3500.0000,250.1236,132.2599,5.0000,1.1625
3525.0000,411.4364,119.4346,-4.0000,0.3406
3550.0000,531.0823,334.0764,4.0000,-2.6088
3575.0000,625.1129,233.8798,-5.0000,-0.8089
3600.0000,690.1970,434.7064,-1.0000,-0.1714
3625.0000,404.1531,30.7711,2.0000,-0.7653
3650.0000,199.4374,67.8602,-1.0000,0.8488
3675.0000,118.3947,0.0000,0.0000,-0.6944
3700.0000,111.7611,54.4471,-1.0000,0.2046
3725.0000,178.3580,27.2511,-5.0000,0.1400
3750.0000,262.6631,166.1372,2.0000,3.8048
3775.0000,234.1207,115.5222,-5.0000,-2.4899
3800.0000,148.9261,0.0000,0.0000,-1.9264
3825.0000,112.0726,54.2793,-5.0000,-2.2072
3850.0000,128.4920,0.0000,0.0000,-1.1653
3875.0000,213.7687,126.7317,-1.0000,0.4784
3900.0000,216.5873,98.3872,0.0000,-0.2621
3925.0000,177.5983,17.6144,-1.0000,-0.5201
3950.0000,165.8552,98.3437,3.0000,-0.5739
3975.0000,168.8074,5.1091,-4.0000,-3.7999
4000.0000,177.5818,132.7982,5.0000,-0.4239
4025.0000,141.6839,0.0000,0.0000,-3.5115
4050.0000,199.6248,152.6839,-4.0000,-0.8825
4075.0000,160.9357,10.1049,-2.0000,1.0685
4100.0000,215.5302,15.1063,-1.0000,0.7448
4125.0000,305.4383,243.7043,3.0000,-1.4101
4150.0000,209.7594,34.3031,0.0000,0.4790
4175.0000,149.9682,32.8409,3.0000,-0.1981
4200.0000,161.6682,55.5868,5.0000,0.7943
4225.0000,205.0965,98.8655,0.0000,-0.0942
4250.0000,192.7515,98.9929,0.0000,-0.2335
4275.0000,110.3028,0.0000,0.0000,-0.7905
4300.0000,91.8165,24.9566,-5.0000,1.3772
4325.0000,94.2288,42.5383,-2.0000,-0.7251
4350.0000,93.9531,0.0000,0.0000,0.9097
4375.0000,131.1907,93.7939,-4.0000,-2.3326
4400.0000,134.6577,1.4842,1.0000,-1.0074
4425.0000,139.1417,76.2260,2.0000,-2.4959
4450.0000,213.2695,41.2161,-4.0000,2.8462
4475.0000,381.8217,220.2520,-1.0000,-1.8801
4500.0000,431.1628,261.9858,-3.0000,0.5763
4525.0000,237.9646,0.8021,-3.0000,0.1154
4550.0000,114.5841,0.0000,0.0000,1.7012
4575.0000,158.5064,38.9137,4.0000,0.5547
4600.0000,228.2221,178.0956,-1.0000,0.0286
4625.0000,151.4796,0.0000,0.0000,1.3493
4650.0000,196.6230,0.0000,0.0000,0.8413
4675.0000,290.4825,220.3332,5.0000,2.1007
4700.0000,275.6481,78.9350,-2.0000,-1.8030
4725.0000,244.3487,116.7736,4.0000,-1.1810
4750.0000,174.5312,46.0449,3.0000,-2.2219
4775.0000,219.5899,46.3835,1.0000,-0.1114
4800.0000,487.3781,185.2717,0.0000,-1.3235
4825.0000,525.2321,388.2913,5.0000,-1.9590
4850.0000,277.1573,9.6399,0.0000,4.1017
4875.0000,225.7813,70.8955,-2.0000,-2.0004
4900.0000,292.2463,203.2958,-4.0000,0.1986
4925.0000,248.6681,0.0000,0.0000,-0.6227
4950.0000,203.3223,128.8535,3.0000,2.3377
4975.0000,140.2126,0.0000,0.0000,1.0105
5000.0000,129.8580,75.0193,0.0000,-2.4743
5025.0000,93.6705,18.5714,1.0000,-2.2090
5050.0000,65.0499,0.0000,0.0000,2.3398
5075.0000,68.8525,29.5522,-3.0000,0.5057
5100.0000,81.5522,5.9955,-5.0000,-0.6589
5125.0000,97.8411,51.0120,2.0000,2.6267
5150.0000,132.0761,0.0000,0.0000,-1.2306
5175.0000,192.5076,126.8051,4.0000,-0.8564
5200.0000,198.8610,89.4069,-4.0000,0.1742
5225.0000,183.0972,31.0563,4.0000,-0.5955
5250.0000,293.6660,126.8126,-3.0000,0.7229
5275.0000,510.5527,317.7097,-5.0000,1.1116
5300.0000,471.4930,152.1783,2.0000,-2.0427
5325.0000,345.6121,97.0748,0.0000,-1.5315
5350.0000,275.9711,120.2378,4.0000,0.4945
5375.0000,221.5129,62.5306,1.0000,-0.5126
5400.0000,178.6326,96.3571,2.0000,-2.2911
5425.0000,124.4683,0.0000,0.0000,-1.0589
5450.0000,181.3252,55.5428,2.0000,0.0588
5475.0000,282.1519,162.6539,1.0000,-1.9955
5500.0000,376.9493,187.5976,-5.0000,-3.0367
5525.0000,415.6538,232.0467,-5.0000,-1.2543
5550.0000,268.8608,11.6375,-1.0000,-2.5356
5575.0000,180.7274,42.3786,3.0000,-0.9445
5600.0000,166.7597,87.1426,2.0000,-1.3429
5625.0000,257.3901,2.7458,-3.0000,-1.5516
5650.0000,363.9187,281.3790,5.0000,-2.0502
5675.0000,311.0684,151.1039,-5.0000,0.1030
5700.0000,241.2238,7.0250,-4.0000,-0.1783
5725.0000,261.4737,184.2808,-3.0000,0.4759
5750.0000,235.6825,4.5917,-3.0000,-0.7591
5775.0000,344.4705,139.2831,1.0000,0.2198
5800.0000,435.0856,277.7394,1.0000,1.5565
5825.0000,296.8583,64.9881,5.0000,-0.2191
5850.0000,205.4750,103.2545,-5.0000,-0.6424
5875.0000,122.7962,2.2328,-4.0000,-1.8162
5900.0000,96.3316,0.0000,0.0000,-0.8564
5925.0000,129.1894,85.7987,1.0000,-1.9656
5950.0000,111.9439,22.4773,-2.0000,3.6872
5975.0000,136.8407,12.7137,0.0000,-0.7374
6000.0000,326.5227,119.4236,1.0000,-1.3886
6025.0000,422.4071,280.7735,4.0000,1.3420
6050.0000,470.1138,77.8037,-1.0000,0.8135
6075.0000,502.7232,362.4378,4.0000,-2.0349
6100.0000,299.9937,72.0901,0.0000,3.3132
6125.0000,124.8368,4.0021,-2.0000,-0.4310
6150.0000,81.7209,0.7262,1.0000,-0.4253
6175.0000,123.2962,52.5681,0.0000,-1.7461
6200.0000,153.9079,75.7547,1.0000,0.6546
6225.0000,266.4848,33.8678,-1.0000,0.7447
6250.0000,586.4968,490.1520,-5.0000,-0.1795
6275.0000,477.2713,89.6047,2.0000,-1.2348
6300.0000,322.3121,23.2191,0.0000,2.9783
6325.0000,473.8615,388.6066,-5.0000,0.7676
6350.0000,343.1108,30.5252,-2.0000,-0.5999
6375.0000,143.8757,13.1512,-4.0000,0.1277
6400.0000,71.7717,6.1878,0.0000,-0.8808
6425.0000,54.6812,0.0000,0.0000,2.2356
6450.0000,82.3965,18.9534,4.0000,-0.2852
6475.0000,175.7432,75.9151,-3.0000,-4.8860
6500.0000,250.5636,100.4680,5.0000,-0.5013
6525.0000,350.4358,97.7437,5.0000,0.1290
6550.0000,384.9902,267.7643,5.0000,1.4861
6575.0000,241.0582,58.1484,3.0000,-0.2649
6600.0000,197.8878,26.1778,5.0000,-0.8877
6625.0000,255.3716,188.7050,-1.0000,0.6893
6650.0000,187.6694,24.7815,-5.0000,1.3279
6675.0000,123.7635,30.9396,0.0000,-2.3992
6700.0000,143.4598,27.0930,3.0000,-1.7994
6725.0000,188.2660,135.8626,-1.0000,0.3319
6750.0000,167.5557,0.0000,0.0000,0.5094
6775.0000,205.4958,119.7937,-1.0000,0.4209
6800.0000,184.6715,71.0670,0.0000,1.5456
6825.0000,103.1558,10.3766,1.0000,0.7854
6850.0000,61.2761,5.5417,-5.0000,1.4254
6875.0000,71.4162,1.1606,5.0000,2.6531
6900.0000,108.0055,48.4604,4.0000,2.5490
6925.0000,164.3033,68.8592,-4.0000,0.4373
6950.0000,198.8641,73.6344,3.0000,-0.6401
6975.0000,204.0161,79.9818,3.0000,1.9947
7000.0000,228.4325,122.6492,-4.0000,-1.6904
7025.0000,284.4195,63.6454,-2.0000,2.5213
7050.0000,462.1778,299.9799,-5.0000,1.3867
7075.0000,511.8277,232.9584,-5.0000,-2.1598
7100.0000,320.4774,60.1697,3.0000,0.5369
7125.0000,175.5741,10.8504,-4.0000,0.2298
7150.0000,147.4560,79.3874,2.0000,-0.2570
7175.0000,124.6582,15.3548,-2.0000,-1.8460
7200.0000,151.0526,52.2306,4.0000,-0.1733
7225.0000,138.5372,79.5882,5.0000,-0.6525
7250.0000,134.9050,0.0000,0.0000,-0.1772
7275.0000,239.4737,182.7483,-4.0000,0.5254
7300.0000,324.4411,22.0210,4.0000,0.6717
7325.0000,577.2929,308.1170,0.0000,-0.8142
7350.0000,635.3439,399.4938,1.0000,-0.0830
7375.0000,333.5819,33.4300,4.0000,1.9718
7400.0000,159.2857,0.0000,0.0000,-1.2671
7425.0000,132.1166,70.8066,5.0000,0.4805
7450.0000,109.8641,21.5081,1.0000,0.9119
7475.0000,138.7715,63.4637,-4.0000,0.6332
7500.0000,127.6486,44.1403,4.0000,-0.4419
7525.0000,148.4537,11.5952,-5.0000,1.9598
7550.0000,196.8568,137.5979,2.0000,-0.6859
7575.0000,184.0148,31.8503,-2.0000,-0.1012
7600.0000,262.6995,115.2058,-3.0000,0.6237
7625.0000,282.6973,133.1328,4.0000,-2.0705
7650.0000,237.7772,85.3912,0.0000,0.0318
7675.0000,237.6971,119.1786,-5.0000,0.9043
7700.0000,241.1041,62.4131,-5.0000,0.3328
7725.0000,306.2307,156.1071,-5.0000,0.0680
7750.0000,284.6044,126.3948,-1.0000,-0.0518
7775.0000,183.1282,0.0000,0.0000,0.0129
7800.0000,170.1088,108.9313,-2.0000,-1.1810
7825.0000,157.7906,0.0000,0.0000,-1.5062
7850.0000,154.2053,100.5964,3.0000,-2.1725
7875.0000,131.6198,19.6703,-4.0000,0.8814
7900.0000,160.6882,51.8465,0.0000,-0.5000
7925.0000,164.3751,95.6899,3.0000,0.0501
7950.0000,99.5809,7.0451,-2.0000,0.9272
7975.0000,111.3007,13.1101,-5.0000,0.5611
8000.0000,196.3087,145.7268,-4.0000,-0.0144
8025.0000,269.6583,6.4404,-2.0000,1.6273
8050.0000,325.2114,254.6180,2.0000,1.6973
8075.0000,201.7962,21.4240,-4.0000,0.0981
8100.0000,119.0927,19.1962,0.0000,-2.7359
8125.0000,119.5437,38.9658,3.0000,2.3512
8150.0000,151.4990,48.6979,-1.0000,1.1629
8175.0000,211.7390,73.6362,5.0000,4.3307
8200.0000,303.0447,164.6977,-1.0000,0.2388
8225.0000,414.6934,182.3780,-4.0000,-0.4866
8250.0000,370.4943,189.3446,2.0000,-0.3769
8275.0000,181.6348,6.3243,-5.0000,2.3698
8300.0000,135.7567,4.0211,-1.0000,-1.3127
8325.0000,268.3363,195.5973,-5.0000,0.8979
8350.0000,316.3841,44.0578,5.0000,0.5826
8375.0000,289.7251,172.8183,5.0000,5.3469
8400.0000,217.0272,76.4745,-4.0000,-0.3222
8425.0000,152.0310,31.1051,4.0000,0.4889
8450.0000,106.9656,37.1178,0.0000,1.2383
8475.0000,154.6133,0.0000,0.0000,0.0030
8500.0000,347.5588,178.8464,1.0000,-0.7364
8525.0000,453.7889,224.1158,4.0000,-2.1560
8550.0000,495.8453,315.1861,-4.0000,0.3942
8575.0000,345.4715,40.2661,4.0000,3.6987
8600.0000,294.0927,58.9783,-1.0000,0.2091
8625.0000,411.3783,325.2862,-3.0000,0.7248
8650.0000,286.4238,0.0000,0.0000,0.0078
8675.0000,247.0154,65.6806,0.0000,-1.8911
8700.0000,258.1827,167.7508,3.0000,2.1421
8725.0000,180.5014,12.3608,-3.0000,-0.1875
8750.0000,174.9857,102.3463,-1.0000,1.2255
8775.0000,138.8599,18.7772,-2.0000,-2.9848
8800.0000,114.9220,40.8819,4.0000,3.7667
8825.0000,192.4320,12.1233,4.0000,-0.4429
8850.0000,356.2477,267.9844,0.0000,1.6641
8875.0000,303.6143,78.7711,3.0000,0.9099
8900.0000,209.5471,102.1129,-2.0000,-3.3394
8925.0000,156.4480,0.0000,0.0000,1.3377
8950.0000,175.3040,120.8391,-4.0000,-0.9830
8975.0000,204.1623,8.3184,0.0000,-0.2621
9000.0000,269.6364,205.3232,-2.0000,-1.7921
9025.0000,212.2347,22.1494,-3.0000,-0.4117
9050.0000,172.5716,72.2329,-3.0000,1.3238
9075.0000,249.1024,28.1102,0.0000,-1.0330
9100.0000,338.7707,252.8135,2.0000,-0.3487
9125.0000,265.3154,40.1946,4.0000,-2.0246
9150.0000,270.9134,101.7395,2.0000,-1.0334
9175.0000,238.4481,138.9792,5.0000,-0.9916
9200.0000,135.2635,14.1769,0.0000,-0.5216
9225.0000,165.6247,34.5933,-5.0000,-2.3996
9250.0000,271.9817,176.5535,-1.0000,-1.5973
9275.0000,234.3459,71.8709,1.0000,-1.4645
9300.0000,141.3905,35.3350,5.0000,-1.2823
9325.0000,125.8177,18.2391,-4.0000,1.0206
9350.0000,131.5662,72.6217,4.0000,0.0528
9375.0000,99.3734,27.3933,-3.0000,1.0881
9400.0000,94.1085,0.0000,0.0000,0.1772
9425.0000,105.4644,65.8795,3.0000,-3.2396
9450.0000,74.5214,12.2625,1.0000,-3.3422
9475.0000,97.1917,0.0000,0.0000,0.0231
9500.0000,185.1710,129.4944,-2.0000,3.0255
9525.0000,179.8584,32.2309,3.0000,1.2317
9550.0000,153.7770,79.7145,0.0000,-0.8292
9575.0000,106.3906,16.3037,-1.0000,1.1098
9600.0000,145.7466,0.0000,0.0000,0.3364
9625.0000,467.0777,156.7767,1.0000,2.4214
9650.0000,615.3299,495.7273,3.0000,-1.9385
9675.0000,331.1834,27.1900,-3.0000,1.9775
9700.0000,132.0888,12.0455,-2.0000,1.5048
9725.0000,70.4887,0.0000,0.0000,-0.9362
9750.0000,97.3790,18.5065,0.0000,2.3682
9775.0000,125.1934,74.6336,3.0000,-1.4914
9800.0000,135.2213,15.9281,2.0000,-0.7052
9825.0000,162.0119,85.1028,4.0000,0.3613
9850.0000,179.7219,67.5444,-1.0000,-3.0665
9875.0000,312.4706,97.5720,-5.0000,-1.3200
9900.0000,327.8288,224.7388,5.0000,-2.7571
9925.0000,161.4242,0.5896,3.0000,-0.5746
9950.0000,118.0945,18.4048,-2.0000,-0.5101
9975.0000,252.8962,116.0906,-5.0000,-0.5404
10000.0000,476.2920,236.2010,-3.0000,-0.9872
10025.0000,551.8505,261.1175,1.0000,2.6734
10050.0000,423.7407,180.2043,0.0000,-1.8869
10075.0000,259.3585,44.1490,3.0000,1.3773
10100.0000,189.6901,85.1505,-3.0000,0.8511
10125.0000,131.9463,22.9661,3.0000,-1.1116
10150.0000,85.7067,23.1745,1.0000,1.2837
10175.0000,82.5239,0.0000,0.0000,-0.8432
10200.0000,91.8469,57.0069,4.0000,-4.2179
10225.0000,83.4031,7.9848,4.0000,2.0841
10250.0000,104.7724,26.9823,1.0000,0.1473
10275.0000,179.1116,55.5453,5.0000,-1.9900
10300.0000,374.7905,153.0784,0.0000,-1.4259
10325.0000,616.5273,262.1204,4.0000,0.8061
10350.0000,648.6412,449.6894,2.0000,0.1687
10375.0000,344.0702,35.5391,5.0000,-0.5060
10400.0000,146.0432,18.8131,-2.0000,-0.1787
10425.0000,112.7609,15.9784,5.0000,1.0819
10450.0000,163.0332,103.3544,-5.0000,-0.7259
10475.0000,236.2993,23.6039,2.0000,0.7564
10500.0000,312.0449,169.1995,5.0000,-2.6646
10525.0000,291.3356,165.8544,2.0000,1.2309
10550.0000,174.0523,15.2001,5.0000,1.2067
10575.0000,121.9620,43.5558,0.0000,0.1540
10600.0000,113.8617,18.0738,5.0000,-0.8777
10625.0000,122.3647,57.9162,4.0000,2.0117
10650.0000,173.7749,41.7197,-5.0000,0.7131
10675.0000,188.3229,122.3796,4.0000,-2.1791
10700.0000,114.9929,5.2268,4.0000,1.1192
10725.0000,81.6537,22.4491,0.0000,0.7317
10750.0000,61.0018,13.6670,5.0000,-0.2533
10775.0000,46.4358,0.0000,0.0000,-1.4067
10800.0000,82.9300,14.4489,-4.0000,-2.4166
10825.0000,103.8696,62.9352,5.0000,-0.4065
10850.0000,97.6594,6.2042,-5.0000,-2.1926
10875.0000,169.4228,78.8441,-2.0000,3.2757
10900.0000,204.9182,91.6346,1.0000,0.2965
10925.0000,215.9946,73.0341,-2.0000,-2.5585
10950.0000,217.6258,99.6871,2.0000,0.8325
10975.0000,166.1093,59.6240,-1.0000,-1.0462
11000.0000,134.4235,15.0174,1.0000,1.2991
11025.0000,162.4299,54.4204,4.0000,-0.0911
11050.0000,158.2544,98.2969,4.0000,-0.3399
11075.0000,105.2548,0.0000,0.0000,-0.2999
11100.0000,122.7175,39.0260,2.0000,-0.6375
11125.0000,166.3279,87.4106,0.0000,1.8875
11150.0000,224.5200,41.2832,1.0000,-3.3303
11175.0000,312.1441,240.2029,-1.0000,1.6545
11200.0000,195.8668,6.3531,1.0000,-1.2760
11225.0000,130.8935,17.6847,-2.0000,0.7311
11250.0000,152.3241,67.9352,3.0000,1.2622
11275.0000,281.5919,40.2465,2.0000,-3.5872
11300.0000,429.6749,316.2554,3.0000,-0.3849
11325.0000,300.9905,96.5323,4.0000,0.6332
11350.0000,280.9227,21.2465,-5.0000,0.4940
11375.0000,471.2660,332.1763,-1.0000,2.3220
11400.0000,505.6101,219.5330,-5.0000,0.9071
11425.0000,384.0221,143.2827,-2.0000,-0.0240
11450.0000,191.7606,9.4573,2.0000,0.2012
11475.0000,81.7442,9.2091,2.0000,-1.9338
11500.0000,56.5239,1.7976,-1.0000,-0.7592
11525.0000,70.6168,21.6339,1.0000,3.0529
11550.0000,97.5318,35.8295,-4.0000,0.3712
11575.0000,195.4638,29.7296,-2.0000,2.3688
11600.0000,250.3902,171.1247,5.0000,-1.2751
11625.0000,221.6799,42.2709,4.0000,0.3328
11650.0000,185.7268,113.9272,4.0000,1.1069
11675.0000,132.2851,0.0000,0.0000,-2.0765
11700.0000,168.2476,119.3961,-4.0000,2.0098
11725.0000,161.0481,4.3071,0.0000,0.7083
11750.0000,521.7909,31.0294,1.0000,0.5549
11775.0000,1098.8410,715.5990,4.0000,2.9646
11800.0000,987.1464,616.7707,3.0000,0.0052
11825.0000,442.1491,5.8604,2.0000,-2.1373
11850.0000,172.4546,29.2524,1.0000,-0.9725
11875.0000,250.5646,0.0000,0.0000,1.4612
11900.0000,455.1773,392.0006,0.0000,0.1855
11925.0000,342.2914,63.0733,-2.0000,0.7569
11950.0000,263.3725,39.7427,4.0000,0.3765
11975.0000,408.0943,231.3968,-2.0000,-0.9128
12000.0000,394.7515,211.4552,1.0000,0.9432
12025.0000,206.2467,0.0000,0.0000,1.6042
12050.0000,146.1814,61.3637,-5.0000,-0.0329
12075.0000,180.7393,44.2898,-5.0000,-0.5797
12100.0000,305.0130,157.3657,-4.0000,-0.8563
12125.0000,314.8160,159.7311,1.0000,1.6786
12150.0000,201.5152,12.4023,-1.0000,-0.7568
12175.0000,220.5517,79.2132,0.0000,0.9504
12200.0000,237.1468,121.7538,4.0000,1.2641
12225.0000,227.2119,101.2701,-5.0000,-2.1147
12250.0000,232.4584,96.4261,-5.0000,-0.0603
12275.0000,173.2855,52.1447,-2.0000,-0.8563
12300.0000,118.9195,0.0000,0.0000,-0.9217
12325.0000,160.2137,70.4624,-1.0000,1.4461
12350.0000,202.2395,68.5245,4.0000,-0.6594
12375.0000,186.3260,110.0063,3.0000,-0.6678
12400.0000,104.5265,6.6542,5.0000,-0.2729
12425.0000,103.3559,0.0000,0.0000,-1.0999
12450.0000,196.7691,108.9529,1.0000,-0.4617
12475.0000,227.0706,125.4522,-1.0000,0.2777
12500.0000,164.7421,23.6860,1.0000,-1.2263
12525.0000,213.9220,58.3862,-5.0000,0.5870
12550.0000,254.3104,172.7432,2.0000,0.8883
12575.0000,160.7391,0.0000,0.0000,3.7248
12600.0000,204.2329,33.4974,5.0000,0.5546
12625.0000,322.4075,270.1709,-1.0000,-0.0755
12650.0000,199.9563,0.7545,-2.0000,0.5316
12675.0000,89.7838,9.0127,0.0000,-2.1292
12700.0000,79.2058,11.9352,4.0000,2.4724
12725.0000,93.4803,30.6101,3.0000,0.5729
12750.0000,233.8207,33.7181,0.0000,0.9793
12775.0000,337.4362,276.7129,3.0000,-1.7414
12800.0000,217.6791,19.6015,2.0000,1.0622
12825.0000,139.0582,41.7988,3.0000,0.7735
12850.0000,100.5474,33.0151,4.0000,2.0960
12875.0000,120.2025,0.0000,0.0000,-3.0052
12900.0000,294.2884,149.9105,0.0000,1.0136
12925.0000,427.7232,296.0188,-3.0000,0.7680
12950.0000,316.8957,54.0539,-5.0000,-0.4323
12975.0000,293.7670,20.7245,5.0000,-0.0243
