sample(0),sample(1),sample(2),sample(3),sample(4),sample(5),sample(6),AmplitudeSample(4)
430.8993,392.6285,517.4751,332.8422,119.2544,53.0173,32.2626,10.1055
392.6285,517.4751,332.8422,119.2544,53.0173,32.2626,30.1781,0.0
517.4751,332.8422,119.2544,53.0173,32.2626,30.1781,28.7153,0.0
332.8422,119.2544,53.0173,32.2626,30.1781,28.7153,27.9218,0.0
119.2544,53.0173,32.2626,30.1781,28.7153,27.9218,29.0349,0.0
53.0173,32.2626,30.1781,28.7153,27.9218,29.0349,48.923,0.0
32.2626,30.1781,28.7153,27.9218,29.0349,48.923,56.6395,0.0
30.1781,28.7153,27.9218,29.0349,48.923,56.6395,45.0832,0.0
28.7153,27.9218,29.0349,48.923,56.6395,45.0832,34.8227,0.0
27.9218,29.0349,48.923,56.6395,45.0832,34.8227,33.0673,28.3959
29.0349,48.923,56.6395,45.0832,34.8227,33.0673,32.3742,0.0
48.923,56.6395,45.0832,34.8227,33.0673,32.3742,30.5335,0.0
56.6395,45.0832,34.8227,33.0673,32.3742,30.5335,29.5268,0.0
45.0832,34.8227,33.0673,32.3742,30.5335,29.5268,29.5979,0.0
34.8227,33.0673,32.3742,30.5335,29.5268,29.5979,29.5669,0.0
33.0673,32.3742,30.5335,29.5268,29.5979,29.5669,30.2683,0.0
32.3742,30.5335,29.5268,29.5979,29.5669,30.2683,29.1252,0.0
30.5335,29.5268,29.5979,29.5669,30.2683,29.1252,29.7072,0.0
29.5268,29.5979,29.5669,30.2683,29.1252,29.7072,31.8073,0.0
29.5979,29.5669,30.2683,29.1252,29.7072,31.8073,28.0647,0.0
29.5669,30.2683,29.1252,29.7072,31.8073,28.0647,39.762,0.0
30.2683,29.1252,29.7072,31.8073,28.0647,39.762,82.5368,0.0
29.1252,29.7072,31.8073,28.0647,39.762,82.5368,220.1717,0.0
29.7072,31.8073,28.0647,39.762,82.5368,220.1717,350.0128,0.0
31.8073,28.0647,39.762,82.5368,220.1717,350.0128,297.8765,39.2403
28.0647,39.762,82.5368,220.1717,350.0128,297.8765,302.7595,0.0
39.762,82.5368,220.1717,350.0128,297.8765,302.7595,373.4793,263.6146
82.5368,220.1717,350.0128,297.8765,302.7595,373.4793,250.4883,140.0929
220.1717,350.0128,297.8765,302.7595,373.4793,250.4883,138.7644,0.0
350.0128,297.8765,302.7595,373.4793,250.4883,138.7644,132.1889,277.1832
297.8765,302.7595,373.4793,250.4883,138.7644,132.1889,115.9128,67.4199
302.7595,373.4793,250.4883,138.7644,132.1889,115.9128,67.1938,19.1463
373.4793,250.4883,138.7644,132.1889,115.9128,67.1938,39.3262,65.8835
250.4883,138.7644,132.1889,115.9128,67.1938,39.3262,33.9366,35.8289
138.7644,132.1889,115.9128,67.1938,39.3262,33.9366,34.6737,0.0
132.1889,115.9128,67.1938,39.3262,33.9366,34.6737,34.6672,0.0
115.9128,67.1938,39.3262,33.9366,34.6737,34.6672,33.9392,0.0
67.1938,39.3262,33.9366,34.6737,34.6672,33.9392,30.9566,0.0
39.3262,33.9366,34.6737,34.6672,33.9392,30.9566,32.3087,7.1869
33.9366,34.6737,34.6672,33.9392,30.9566,32.3087,32.5513,0.0
34.6737,34.6672,33.9392,30.9566,32.3087,32.5513,139.4945,0.0
34.6672,33.9392,30.9566,32.3087,32.5513,139.4945,308.6325,0.0
33.9392,30.9566,32.3087,32.5513,139.4945,308.6325,203.3109,0.0
30.9566,32.3087,32.5513,139.4945,308.6325,203.3109,84.8222,0.0
32.3087,32.5513,139.4945,308.6325,203.3109,84.8222,167.6385,281.1199
32.5513,139.4945,308.6325,203.3109,84.8222,167.6385,397.5197,0.0
139.4945,308.6325,203.3109,84.8222,167.6385,397.5197,277.1391,0.0
308.6325,203.3109,84.8222,167.6385,397.5197,277.1391,98.7298,0.0
203.3109,84.8222,167.6385,397.5197,277.1391,98.7298,50.0817,373.5961
84.8222,167.6385,397.5197,277.1391,98.7298,50.0817,35.6991,0.0
167.6385,397.5197,277.1391,98.7298,50.0817,35.6991,33.0655,0.0
397.5197,277.1391,98.7298,50.0817,35.6991,33.0655,30.975,0.0
277.1391,98.7298,50.0817,35.6991,33.0655,30.975,30.6556,2.9779
98.7298,50.0817,35.6991,33.0655,30.975,30.6556,30.6721,0.0
50.0817,35.6991,33.0655,30.975,30.6556,30.6721,28.5029,0.0
35.6991,33.0655,30.975,30.6556,30.6721,28.5029,27.7311,0.0
33.0655,30.975,30.6556,30.6721,28.5029,27.7311,31.0846,0.0
30.975,30.6556,30.6721,28.5029,27.7311,31.0846,27.9341,0.0
30.6556,30.6721,28.5029,27.7311,31.0846,27.9341,31.7566,0.0
30.6721,28.5029,27.7311,31.0846,27.9341,31.7566,29.9283,0.0
28.5029,27.7311,31.0846,27.9341,31.7566,29.9283,28.9191,0.0
27.7311,31.0846,27.9341,31.7566,29.9283,28.9191,31.8582,0.0
31.0846,27.9341,31.7566,29.9283,28.9191,31.8582,45.6892,0.0
27.9341,31.7566,29.9283,28.9191,31.8582,45.6892,78.4232,0.0
31.7566,29.9283,28.9191,31.8582,45.6892,78.4232,72.8117,0.0
29.9283,28.9191,31.8582,45.6892,78.4232,72.8117,54.1716,0.0
28.9191,31.8582,45.6892,78.4232,72.8117,54.1716,183.6774,39.9313
31.8582,45.6892,78.4232,72.8117,54.1716,183.6774,438.4676,19.3234
45.6892,78.4232,72.8117,54.1716,183.6774,438.4676,293.9924,0.0
78.4232,72.8117,54.1716,183.6774,438.4676,293.9924,105.3976,0.0
72.8117,54.1716,183.6774,438.4676,293.9924,105.3976,58.1224,411.0126
54.1716,183.6774,438.4676,293.9924,105.3976,58.1224,59.1448,0.0
183.6774,438.4676,293.9924,105.3976,58.1224,59.1448,47.8631,0.0
438.4676,293.9924,105.3976,58.1224,59.1448,47.8631,33.9304,0.0
293.9924,105.3976,58.1224,59.1448,47.8631,33.9304,30.6606,25.8546
105.3976,58.1224,59.1448,47.8631,33.9304,30.6606,42.126,0.0
58.1224,59.1448,47.8631,33.9304,30.6606,42.126,85.3849,0.0
59.1448,47.8631,33.9304,30.6606,42.126,85.3849,147.9897,0.0
47.8631,33.9304,30.6606,42.126,85.3849,147.9897,158.8567,0.0
33.9304,30.6606,42.126,85.3849,147.9897,158.8567,99.1504,21.1787
30.6606,42.126,85.3849,147.9897,158.8567,99.1504,50.9092,72.4465
42.126,85.3849,147.9897,158.8567,99.1504,50.9092,150.3447,88.4113
85.3849,147.9897,158.8567,99.1504,50.9092,150.3447,309.3494,0.0
147.9897,158.8567,99.1504,50.9092,150.3447,309.3494,194.9142,0.0
158.8567,99.1504,50.9092,150.3447,309.3494,194.9142,75.9024,0.0
99.1504,50.9092,150.3447,309.3494,194.9142,75.9024,43.1888,277.5326
50.9092,150.3447,309.3494,194.9142,75.9024,43.1888,31.5353,0.0
150.3447,309.3494,194.9142,75.9024,43.1888,31.5353,55.6196,0.0
309.3494,194.9142,75.9024,43.1888,31.5353,55.6196,66.4481,0.0
194.9142,75.9024,43.1888,31.5353,55.6196,66.4481,45.756,0.0
75.9024,43.1888,31.5353,55.6196,66.4481,45.756,33.4064,0.0
43.1888,31.5353,55.6196,66.4481,45.756,33.4064,29.0475,38.136
31.5353,55.6196,66.4481,45.756,33.4064,29.0475,30.0583,0.0
55.6196,66.4481,45.756,33.4064,29.0475,30.0583,40.7356,0.0
66.4481,45.756,33.4064,29.0475,30.0583,40.7356,161.4661,0.0
45.756,33.4064,29.0475,30.0583,40.7356,161.4661,254.0178,0.0
33.4064,29.0475,30.0583,40.7356,161.4661,254.0178,142.0468,0.0
29.0475,30.0583,40.7356,161.4661,254.0178,142.0468,160.0375,0.0
30.0583,40.7356,161.4661,254.0178,142.0468,160.0375,197.8853,226.4968
40.7356,161.4661,254.0178,142.0468,160.0375,197.8853,101.8535,0.0
161.4661,254.0178,142.0468,160.0375,197.8853,101.8535,52.1363,0.0
254.0178,142.0468,160.0375,197.8853,101.8535,52.1363,59.76,166.4906
142.0468,160.0375,197.8853,101.8535,52.1363,59.76,69.4887,0.0
160.0375,197.8853,101.8535,52.1363,59.76,69.4887,47.6454,0.0
197.8853,101.8535,52.1363,59.76,69.4887,47.6454,37.3877,0.0
101.8535,52.1363,59.76,69.4887,47.6454,37.3877,30.4229,37.5703
52.1363,59.76,69.4887,47.6454,37.3877,30.4229,31.3505,0.0
59.76,69.4887,47.6454,37.3877,30.4229,31.3505,32.564,0.0
69.4887,47.6454,37.3877,30.4229,31.3505,32.564,82.2383,0.0
47.6454,37.3877,30.4229,31.3505,32.564,82.2383,142.5806,0.0
37.3877,30.4229,31.3505,32.564,82.2383,142.5806,97.9943,0.0
30.4229,31.3505,32.564,82.2383,142.5806,97.9943,78.7478,0.0
31.3505,32.564,82.2383,142.5806,97.9943,78.7478,109.1353,115.5122
32.564,82.2383,142.5806,97.9943,78.7478,109.1353,73.9588,0.0
82.2383,142.5806,97.9943,78.7478,109.1353,73.9588,41.2614,0.0
142.5806,97.9943,78.7478,109.1353,73.9588,41.2614,34.8596,72.7765
97.9943,78.7478,109.1353,73.9588,41.2614,34.8596,107.9831,0.0
78.7478,109.1353,73.9588,41.2614,34.8596,107.9831,259.2539,0.0
109.1353,73.9588,41.2614,34.8596,107.9831,259.2539,186.2637,0.0
73.9588,41.2614,34.8596,107.9831,259.2539,186.2637,71.5601,0.0
41.2614,34.8596,107.9831,259.2539,186.2637,71.5601,41.8248,233.0216
34.8596,107.9831,259.2539,186.2637,71.5601,41.8248,31.4447,0.0
107.9831,259.2539,186.2637,71.5601,41.8248,31.4447,26.3707,0.0
259.2539,186.2637,71.5601,41.8248,31.4447,26.3707,32.8626,0.0
186.2637,71.5601,41.8248,31.4447,26.3707,32.8626,28.342,0.0
71.5601,41.8248,31.4447,26.3707,32.8626,28.342,31.5433,0.0
41.8248,31.4447,26.3707,32.8626,28.342,31.5433,29.2976,0.0
31.4447,26.3707,32.8626,28.342,31.5433,29.2976,30.8051,0.0
26.3707,32.8626,28.342,31.5433,29.2976,30.8051,27.4761,0.0
32.8626,28.342,31.5433,29.2976,30.8051,27.4761,30.3044,0.0
28.342,31.5433,29.2976,30.8051,27.4761,30.3044,31.2325,0.0
31.5433,29.2976,30.8051,27.4761,30.3044,31.2325,35.574,0.0
29.2976,30.8051,27.4761,30.3044,31.2325,35.574,102.2818,0.0
30.8051,27.4761,30.3044,31.2325,35.574,102.2818,160.8681,0.0
27.4761,30.3044,31.2325,35.574,102.2818,160.8681,97.4449,0.0
30.3044,31.2325,35.574,102.2818,160.8681,97.4449,50.0243,0.0
31.2325,35.574,102.2818,160.8681,97.4449,50.0243,34.2341,133.109
35.574,102.2818,160.8681,97.4449,50.0243,34.2341,71.727,0.0
102.2818,160.8681,97.4449,50.0243,34.2341,71.727,230.2521,0.0
160.8681,97.4449,50.0243,34.2341,71.727,230.2521,288.6836,0.0
97.4449,50.0243,34.2341,71.727,230.2521,288.6836,147.7839,0.0
50.0243,34.2341,71.727,230.2521,288.6836,147.7839,62.2154,92.797
34.2341,71.727,230.2521,288.6836,147.7839,62.2154,38.2898,200.7204
71.727,230.2521,288.6836,147.7839,62.2154,38.2898,31.9762,0.0
230.2521,288.6836,147.7839,62.2154,38.2898,31.9762,29.3223,0.0
288.6836,147.7839,62.2154,38.2898,31.9762,29.3223,51.2246,0.0
147.7839,62.2154,38.2898,31.9762,29.3223,51.2246,85.002,0.0
62.2154,38.2898,31.9762,29.3223,51.2246,85.002,65.7706,0.0
38.2898,31.9762,29.3223,51.2246,85.002,65.7706,41.1338,0.0
31.9762,29.3223,51.2246,85.002,65.7706,41.1338,34.4506,55.1243
29.3223,51.2246,85.002,65.7706,41.1338,34.4506,31.0327,0.0
51.2246,85.002,65.7706,41.1338,34.4506,31.0327,33.4943,0.0
85.002,65.7706,41.1338,34.4506,31.0327,33.4943,30.258,0.0
65.7706,41.1338,34.4506,31.0327,33.4943,30.258,29.0438,0.0
41.1338,34.4506,31.0327,33.4943,30.258,29.0438,27.9141,0.0
34.4506,31.0327,33.4943,30.258,29.0438,27.9141,34.2981,0.0
31.0327,33.4943,30.258,29.0438,27.9141,34.2981,179.9999,0.0
33.4943,30.258,29.0438,27.9141,34.2981,179.9999,410.4322,0.0
30.258,29.0438,27.9141,34.2981,179.9999,410.4322,278.3826,0.0
29.0438,27.9141,34.2981,179.9999,410.4322,278.3826,122.5883,0.0
27.9141,34.2981,179.9999,410.4322,278.3826,122.5883,86.655,381.9711
34.2981,179.9999,410.4322,278.3826,122.5883,86.655,82.4903,0.0
179.9999,410.4322,278.3826,122.5883,86.655,82.4903,57.4003,26.5103
410.4322,278.3826,122.5883,86.655,82.4903,57.4003,72.1795,0.0
278.3826,122.5883,86.655,82.4903,57.4003,72.1795,118.1194,47.2979
122.5883,86.655,82.4903,57.4003,72.1795,118.1194,85.3291,0.0
86.655,82.4903,57.4003,72.1795,118.1194,85.3291,46.2335,8.8433
82.4903,57.4003,72.1795,118.1194,85.3291,46.2335,37.5318,85.1644
57.4003,72.1795,118.1194,85.3291,46.2335,37.5318,30.9825,0.0
72.1795,118.1194,85.3291,46.2335,37.5318,30.9825,31.2077,0.0
118.1194,85.3291,46.2335,37.5318,30.9825,31.2077,29.7285,0.0
85.3291,46.2335,37.5318,30.9825,31.2077,29.7285,30.5184,0.0
46.2335,37.5318,30.9825,31.2077,29.7285,30.5184,30.8363,0.0
37.5318,30.9825,31.2077,29.7285,30.5184,30.8363,37.5145,0.0
30.9825,31.2077,29.7285,30.5184,30.8363,37.5145,131.7211,0.0
31.2077,29.7285,30.5184,30.8363,37.5145,131.7211,307.6575,0.0
29.7285,30.5184,30.8363,37.5145,131.7211,307.6575,374.8427,0.0
30.5184,30.8363,37.5145,131.7211,307.6575,374.8427,253.5448,0.0
30.8363,37.5145,131.7211,307.6575,374.8427,253.5448,212.9053,172.0473
37.5145,131.7211,307.6575,374.8427,253.5448,212.9053,130.026,260.5425
131.7211,307.6575,374.8427,253.5448,212.9053,130.026,53.0189,0.0
307.6575,374.8427,253.5448,212.9053,130.026,53.0189,38.7648,136.72
374.8427,253.5448,212.9053,130.026,53.0189,38.7648,28.3906,0.0
253.5448,212.9053,130.026,53.0189,38.7648,28.3906,31.8588,0.0
212.9053,130.026,53.0189,38.7648,28.3906,31.8588,29.8297,0.0
130.026,53.0189,38.7648,28.3906,31.8588,29.8297,30.7989,0.0
53.0189,38.7648,28.3906,31.8588,29.8297,30.7989,55.2219,0.0
38.7648,28.3906,31.8588,29.8297,30.7989,55.2219,105.5466,0.0
28.3906,31.8588,29.8297,30.7989,55.2219,105.5466,183.6824,0.0
31.8588,29.8297,30.7989,55.2219,105.5466,183.6824,299.5661,0.0
29.8297,30.7989,55.2219,105.5466,183.6824,299.5661,183.7169,73.1798
30.7989,55.2219,105.5466,183.6824,299.5661,183.7169,75.55,0.0
55.2219,105.5466,183.6824,299.5661,183.7169,75.55,52.0802,253.9215
105.5466,183.6824,299.5661,183.7169,75.55,52.0802,37.9247,0.0
183.6824,299.5661,183.7169,75.55,52.0802,37.9247,31.9958,0.0
299.5661,183.7169,75.55,52.0802,37.9247,31.9958,30.8787,11.878
183.7169,75.55,52.0802,37.9247,31.9958,30.8787,32.0094,0.0
75.55,52.0802,37.9247,31.9958,30.8787,32.0094,69.568,0.0
52.0802,37.9247,31.9958,30.8787,32.0094,69.568,137.9843,0.0
37.9247,31.9958,30.8787,32.0094,69.568,137.9843,164.7737,0.0
31.9958,30.8787,32.0094,69.568,137.9843,164.7737,170.0932,0.0
30.8787,32.0094,69.568,137.9843,164.7737,170.0932,101.7695,94.2991
32.0094,69.568,137.9843,164.7737,170.0932,101.7695,46.6362,19.8125
69.568,137.9843,164.7737,170.0932,101.7695,46.6362,37.0721,110.669
137.9843,164.7737,170.0932,101.7695,46.6362,37.0721,51.1993,6.3743
164.7737,170.0932,101.7695,46.6362,37.0721,51.1993,73.3538,0.0
170.0932,101.7695,46.6362,37.0721,51.1993,73.3538,52.3289,0.0
101.7695,46.6362,37.0721,51.1993,73.3538,52.3289,36.7709,0.0
46.6362,37.0721,51.1993,73.3538,52.3289,36.7709,31.0966,42.386
37.0721,51.1993,73.3538,52.3289,36.7709,31.0966,38.1469,0.0
51.1993,73.3538,52.3289,36.7709,31.0966,38.1469,64.074,0.0
73.3538,52.3289,36.7709,31.0966,38.1469,64.074,66.6819,0.0
52.3289,36.7709,31.0966,38.1469,64.074,66.6819,50.965,0.0
36.7709,31.0966,38.1469,64.074,66.6819,50.965,37.3865,25.014
31.0966,38.1469,64.074,66.6819,50.965,37.3865,30.3579,23.4652
38.1469,64.074,66.6819,50.965,37.3865,30.3579,30.7146,0.0
64.074,66.6819,50.965,37.3865,30.3579,30.7146,36.6582,0.0
66.6819,50.965,37.3865,30.3579,30.7146,36.6582,129.5192,0.0
50.965,37.3865,30.3579,30.7146,36.6582,129.5192,242.3433,0.0
37.3865,30.3579,30.7146,36.6582,129.5192,242.3433,210.3626,0.0
30.3579,30.7146,36.6582,129.5192,242.3433,210.3626,108.765,0.0
30.7146,36.6582,129.5192,242.3433,210.3626,108.765,51.6985,157.6182
36.6582,129.5192,242.3433,210.3626,108.765,51.6985,35.609,112.4835
129.5192,242.3433,210.3626,108.765,51.6985,35.609,31.9024,0.0
242.3433,210.3626,108.765,51.6985,35.609,31.9024,30.9057,0.0
210.3626,108.765,51.6985,35.609,31.9024,30.9057,60.7088,0.0
108.765,51.6985,35.609,31.9024,30.9057,60.7088,92.3778,0.0
51.6985,35.609,31.9024,30.9057,60.7088,92.3778,72.1986,0.0
35.609,31.9024,30.9057,60.7088,92.3778,72.1986,124.6551,0.0
31.9024,30.9057,60.7088,92.3778,72.1986,124.6551,204.3359,50.4602
30.9057,60.7088,92.3778,72.1986,124.6551,204.3359,131.1924,16.8553
60.7088,92.3778,72.1986,124.6551,204.3359,131.1924,63.4561,0.0
92.3778,72.1986,124.6551,204.3359,131.1924,63.4561,81.5804,165.8198
72.1986,124.6551,204.3359,131.1924,63.4561,81.5804,123.5347,9.7925
124.6551,204.3359,131.1924,63.4561,81.5804,123.5347,83.911,0.0
204.3359,131.1924,63.4561,81.5804,123.5347,83.911,42.8267,10.9505
131.1924,63.4561,81.5804,123.5347,83.911,42.8267,33.6102,84.637
63.4561,81.5804,123.5347,83.911,42.8267,33.6102,30.9847,0.0
81.5804,123.5347,83.911,42.8267,33.6102,30.9847,29.3703,0.0
123.5347,83.911,42.8267,33.6102,30.9847,29.3703,31.4795,0.0
83.911,42.8267,33.6102,30.9847,29.3703,31.4795,31.6725,0.0
42.8267,33.6102,30.9847,29.3703,31.4795,31.6725,29.4685,0.0
33.6102,30.9847,29.3703,31.4795,31.6725,29.4685,29.4323,0.0
30.9847,29.3703,31.4795,31.6725,29.4685,29.4323,31.1475,0.0
29.3703,31.4795,31.6725,29.4685,29.4323,31.1475,31.9006,0.0
31.4795,31.6725,29.4685,29.4323,31.1475,31.9006,31.1401,0.0
31.6725,29.4685,29.4323,31.1475,31.9006,31.1401,34.7007,0.0
29.4685,29.4323,31.1475,31.9006,31.1401,34.7007,146.1324,0.0
29.4323,31.1475,31.9006,31.1401,34.7007,146.1324,327.52,0.0
31.1475,31.9006,31.1401,34.7007,146.1324,327.52,212.7599,0.0
31.9006,31.1401,34.7007,146.1324,327.52,212.7599,78.9495,0.0
31.1401,34.7007,146.1324,327.52,212.7599,78.9495,44.4007,299.1814
34.7007,146.1324,327.52,212.7599,78.9495,44.4007,33.4374,0.0
146.1324,327.52,212.7599,78.9495,44.4007,33.4374,47.2431,0.0
327.52,212.7599,78.9495,44.4007,33.4374,47.2431,52.0555,0.0
212.7599,78.9495,44.4007,33.4374,47.2431,52.0555,48.1634,0.0
78.9495,44.4007,33.4374,47.2431,52.0555,48.1634,180.5914,0.0
44.4007,33.4374,47.2431,52.0555,48.1634,180.5914,354.9665,24.2774
33.4374,47.2431,52.0555,48.1634,180.5914,354.9665,215.4809,0.0
47.2431,52.0555,48.1634,180.5914,354.9665,215.4809,93.7673,0.0
52.0555,48.1634,180.5914,354.9665,215.4809,93.7673,255.8349,323.4986
48.1634,180.5914,354.9665,215.4809,93.7673,255.8349,386.1934,0.0
180.5914,354.9665,215.4809,93.7673,255.8349,386.1934,202.0586,0.0
354.9665,215.4809,93.7673,255.8349,386.1934,202.0586,73.9995,0.0
215.4809,93.7673,255.8349,386.1934,202.0586,73.9995,40.3823,362.6739
93.7673,255.8349,386.1934,202.0586,73.9995,40.3823,32.4726,0.0
255.8349,386.1934,202.0586,73.9995,40.3823,32.4726,31.6834,0.0
386.1934,202.0586,73.9995,40.3823,32.4726,31.6834,28.0923,0.0
202.0586,73.9995,40.3823,32.4726,31.6834,28.0923,33.377,0.0
73.9995,40.3823,32.4726,31.6834,28.0923,33.377,30.2836,0.0
40.3823,32.4726,31.6834,28.0923,33.377,30.2836,29.3816,0.0
32.4726,31.6834,28.0923,33.377,30.2836,29.3816,32.5615,0.0
31.6834,28.0923,33.377,30.2836,29.3816,32.5615,61.0489,0.0
28.0923,33.377,30.2836,29.3816,32.5615,61.0489,82.3727,0.0
33.377,30.2836,29.3816,32.5615,61.0489,82.3727,52.8305,0.0
30.2836,29.3816,32.5615,61.0489,82.3727,52.8305,31.5127,0.0
29.3816,32.5615,61.0489,82.3727,52.8305,31.5127,31.4782,53.0268
32.5615,61.0489,82.3727,52.8305,31.5127,31.4782,33.5604,0.0
61.0489,82.3727,52.8305,31.5127,31.4782,33.5604,33.3651,0.0
82.3727,52.8305,31.5127,31.4782,33.5604,33.3651,73.9065,0.0
52.8305,31.5127,31.4782,33.5604,33.3651,73.9065,107.4471,0.0
31.5127,31.4782,33.5604,33.3651,73.9065,107.4471,66.9995,0.0
31.4782,33.5604,33.3651,73.9065,107.4471,66.9995,40.1483,0.0
33.5604,33.3651,73.9065,107.4471,66.9995,40.1483,29.9503,76.804
33.3651,73.9065,107.4471,66.9995,40.1483,29.9503,30.4094,0.0
73.9065,107.4471,66.9995,40.1483,29.9503,30.4094,31.5522,0.0
107.4471,66.9995,40.1483,29.9503,30.4094,31.5522,30.8074,0.0
66.9995,40.1483,29.9503,30.4094,31.5522,30.8074,30.4268,0.0
40.1483,29.9503,30.4094,31.5522,30.8074,30.4268,30.2993,0.0
29.9503,30.4094,31.5522,30.8074,30.4268,30.2993,28.5092,0.0
30.4094,31.5522,30.8074,30.4268,30.2993,28.5092,25.5871,0.0
31.5522,30.8074,30.4268,30.2993,28.5092,25.5871,30.8107,0.0
30.8074,30.4268,30.2993,28.5092,25.5871,30.8107,74.7853,0.0
30.4268,30.2993,28.5092,25.5871,30.8107,74.7853,168.8503,0.0
30.2993,28.5092,25.5871,30.8107,74.7853,168.8503,128.3778,0.0
28.5092,25.5871,30.8107,74.7853,168.8503,128.3778,57.8638,0.0
25.5871,30.8107,74.7853,168.8503,128.3778,57.8638,48.6902,142.5069
30.8107,74.7853,168.8503,128.3778,57.8638,48.6902,60.2066,0.0
74.7853,168.8503,128.3778,57.8638,48.6902,60.2066,45.8633,0.0
168.8503,128.3778,57.8638,48.6902,60.2066,45.8633,35.4812,0.0
128.3778,57.8638,48.6902,60.2066,45.8633,35.4812,31.0992,27.4963
57.8638,48.6902,60.2066,45.8633,35.4812,31.0992,30.2556,0.0
48.6902,60.2066,45.8633,35.4812,31.0992,30.2556,30.8883,0.0
60.2066,45.8633,35.4812,31.0992,30.2556,30.8883,29.5519,0.0
45.8633,35.4812,31.0992,30.2556,30.8883,29.5519,30.4889,0.0
35.4812,31.0992,30.2556,30.8883,29.5519,30.4889,29.0523,0.0
31.0992,30.2556,30.8883,29.5519,30.4889,29.0523,28.793,0.0
30.2556,30.8883,29.5519,30.4889,29.0523,28.793,30.3223,0.0
30.8883,29.5519,30.4889,29.0523,28.793,30.3223,62.8653,0.0
29.5519,30.4889,29.0523,28.793,30.3223,62.8653,198.9371,0.0
