occ0_2,occ0_5,occ0_7,occ0_9
-12.881305048315077,-23.702096051490614,9.866358042494653,-2.582818708725057
-1.7422881368098904,1.0184292991374253,17.661548174907637,3.754262135114981
-12.734851810845312,-10.54741246936899,-13.184992648542035,28.948825009321368
-5.3298301421347904,14.346350503148635,17.242155423560988,34.19056796975872
-13.995611903234806,32.23596169217574,13.278882768244317,5.495662149635727
-2.516210407889097,18.339898604812205,18.312075049307936,65.48727284323567
-9.835743595861178,-15.96400291777851,-17.085082506670865,-61.182166905723875
-14.423059320697572,37.002096707433154,3.9509079402213203,48.491285048719945
-2.875312774983555,-75.02792226633764,-23.68903471165713,45.40043001576714
-7.563495065719536,-3.6752292392208687,17.415922006897816,-52.09233417529494
-15.3812047062877,9.793933271663853,16.20134766901738,75.69244276738917
-9.635302330239487,16.29488914172068,-6.978074699406783,9.989452552981646
-9.478367038993486,27.875099672729483,16.15796495374296,-15.49413405577846
-0.4060788771199628,20.398426014204603,-4.445151018439503,32.9454006247314
11.567026238942763,64.6272351691176,21.605600713583158,-5.60827372280022
-23.72239181888562,-25.566491782880377,38.89720415742645,32.84081282259493
9.907936100368055,8.531462262339259,-69.93605331429048,6.039745144191334
-35.015032858047014,19.588121250267506,86.41244539690902,9.486647231539877
1.6027768202466177,-43.11010421637525,27.29100690219616,17.201829206484405
-5.867674913857337,1.061206074447548,-41.701917648314954,-6.197576275867256
-13.239916915810088,18.014615676195024,-6.631904897777163,-2.1663458659034065
0.32985482269120964,6.321817104852201,18.85069313703613,18.079431413849353
-2.0223205852937363,17.81239245624585,35.32525664137637,11.548817238928443
-3.065188062954329,-13.615252551263886,-13.92294572801238,31.40272436232039
-12.718036057403438,-2.249714993120847,-11.939761527010475,-23.606121997373478
-7.010050759805864,1.1110268773948624,6.682390307917634,21.19050143887266
-13.735862404832027,-3.5946864097366165,21.497373324766244,-10.219699306685916
-9.28606724490983,22.850537534346927,25.925810901792744,30.433195143930277
-4.408633704900046,17.52885443316677,26.601443813356262,7.122895654658329
-0.15785306016256961,-19.854663161380905,-5.601047954243161,-2.9192682629701494
-6.169925220464426,53.519717522741466,-20.901070167560846,32.759430975425
0.9701118070196616,-27.90114365474011,4.664059336899214,-30.333229642049048
-11.892075833693475,-31.53348431800613,15.560442485305515,-0.9960717320530819
-14.563661045002615,-16.662082340891835,-1.8223404221376427,18.437979835227587
17.787489043409487,5.465797288633553,5.980846649662766,19.34087138516172
-28.08675111940338,60.2175674844585,30.854006041719586,24.977882230424107
20.50817945994801,-20.21726568771269,8.596826714590406,3.2242081741129187
-16.830919201676704,28.84583000997836,3.034437035164262,7.296633720581141
7.366104328424711,22.351886223438186,33.24899278838164,-30.169039160310348
10.434844767578763,-18.36008732963117,-15.673927887095147,12.654509307788373
-29.23729647704266,22.030777824982003,-5.163501497792023,-1.78260146680923
66.75135212845186,-43.83395109078299,-9.026944769887145,15.89925656002999
10.707648948715278,7.260134254795219,24.83469173791633,22.828698940818946
25.72961453274837,44.462943037849854,-19.76255910219367,7.456622163127921
-5.190811886797071,-23.93941894800126,30.707458892263247,-2.1063541910083927
77.68672414306201,14.237381600629277,-1.5305619325286983,1.4133528923502894
-61.95612768725135,29.05843029749338,-13.827045985676875,4.750847590309419
45.77009842990701,-22.601105846045535,24.698851413649656,-34.161593949385214
15.19328898919423,2.5815202440133973,-34.78848883322219,26.220316839975553
-38.50244541616918,-5.402207550298137,66.56183529653151,20.609722380637095
25.709468719618943,1.289928736357425,-18.352929526102628,18.005298363625727
-6.86599364138922,-10.314762264229811,28.76429623880039,17.234639275981618
33.350990139760086,24.35590109357348,-68.26603675438089,-10.379199337854253
-1.0728970449680126,-22.604238221854025,56.600235576378964,22.41344001132964
1.302403807064168,13.793603618639665,93.64338319090757,-5.250530998995089
-13.989937786927358,2.8633512582518517,-9.228734502422832,-19.25872313485563
1.0170981375165662,22.041868169314455,19.373559734256077,8.656814409877484
-26.70635177349577,59.12131614281435,23.903269311836524,28.42180277876527
1.8463178420245931,-15.26708285099205,-21.651820304441344,55.89739965397044
-14.18490566431494,35.447681284413655,10.33149040254716,-0.8772083068308376
-9.189997679271315,15.655088160580505,10.312626758835478,17.704019181981163
-10.542233848142065,-22.896051698185374,21.978195391869342,69.76406098934231
-9.636704679912137,8.148861613014883,25.65691497036163,-26.036238611198428
-9.139805936104583,-11.891609610486341,47.1232190879236,-18.590967447040345
-9.00455849463415,17.751697157710282,15.271184569492213,86.01766683298104
-10.599718895244097,33.54132471040029,2.628049104843551,10.841725096945027
-8.151363012784453,5.488732024077848,30.88051941496653,-12.275353458292816
-11.478687486677376,8.077782549708756,-30.328222483120584,-15.520799729936996
-9.893550612982411,7.9132412817570845,20.17742876710399,55.46232267009324
-3.4386797176910076,-12.461505935666386,42.199982755116764,33.05967062329037
-6.949923989323877,5.836866416853088,-8.43999390281013,-8.246594072374446
32.68075274760086,20.664263731695037,-16.64685308184503,2.6985653214485765
-5.55774557186259,7.039639652328682,54.71785634919978,8.480632395328257
29.11296795844474,-22.567238785304994,-24.173853037417587,14.591702728326268
-50.14186055348377,7.825088316946099,26.773608563515012,26.07377551933748
27.31584359601169,2.854992109303339,-8.59366355792558,-14.759576722144374
42.64253297898658,-8.483982878044273,-10.811365468538334,32.46195277077125
-68.09629186781834,0.4657312053647317,32.0458107702487,-14.750596685564581
